IP,Enterprise Code,MAC,Engine Time,Engine Boots,Vendor,Scan Date,Reboot Date
87.212.57.255,1344692224.0,not_set,49878504,9.0,unknown,06_06_09_32_14,11_07_23_02_23_50
87.209.204.1,1344692224.0,not_set,61042032,2.0,unknown,06_06_09_32_14,06_30_23_21_25_02
87.208.230.1,1344692224.0,not_set,50917837,2.0,unknown,06_06_09_32_14,10_26_23_01_41_37
87.212.194.1,1344692224.0,not_set,50828405,6.0,unknown,06_06_09_32_14,10_27_23_02_32_09
86.109.13.19,1535347822.0,not_set,20149048,105.0,unknown,06_06_09_32_14,10_16_24_04_34_46
87.212.167.255,1344692224.0,not_set,50826699,3.0,unknown,06_06_09_32_14,10_27_23_03_00_35
87.208.107.255,1344692224.0,not_set,49792203,7.0,unknown,06_06_09_32_14,11_08_23_02_22_11
87.212.131.255,1344692224.0,not_set,50223231,7.0,unknown,06_06_09_32_14,11_03_23_02_38_23
87.251.50.254,4413.0,a06391a84058,47433503,2.0,Broadcom Limited,06_06_09_32_14,12_05_23_09_33_51
91.230.46.97,1588.0,No Mac indication (0x03),92856575,6.0,"Brocade Communications Systems, Inc.",06_06_09_32_14,06_27_22_16_02_39
86.109.13.22,1838621696.0,not_set,20150628,58.0,unknown,06_06_09_32_14,10_16_24_04_08_26
86.109.13.29,1982459999.0,not_set,20149059,59.0,unknown,06_06_09_32_14,10_16_24_04_34_35
87.251.48.138,4413.0,c43dc7af6507,9395885,0.0,Broadcom Limited,06_06_09_32_14,02_17_25_15_34_09
87.209.200.1,1344692224.0,not_set,63617305,3.0,unknown,06_06_09_32_14,06_01_23_02_03_49
87.209.140.0,1344692224.0,not_set,58091323,7.0,unknown,06_06_09_32_14,08_04_23_01_03_31
89.248.167.1,1970372420.0,No Mac indication (0x03),21333668,4.0,unknown,06_06_09_32_14,10_02_24_11_31_06
87.212.244.0,1344692224.0,not_set,49618980,6.0,unknown,06_06_09_32_14,11_10_23_02_29_14
87.208.8.1,1344692224.0,not_set,50310274,6.0,unknown,06_06_09_32_14,11_02_23_02_27_40
88.218.155.50,1588.0,No Mac indication (0x03),44553120,0.0,"Brocade Communications Systems, Inc.",06_06_09_32_14,01_07_24_17_40_14
92.63.170.241,1970372352.0,No Mac indication (0x03),153089473,7.0,unknown,06_06_09_32_14,07_30_20_12_41_01
87.210.244.255,1344692224.0,not_set,49877764,6.0,unknown,06_06_09_32_14,11_07_23_02_36_10
87.209.16.0,1344692224.0,not_set,58092228,6.0,unknown,06_06_09_32_14,08_04_23_00_48_26
87.210.232.1,1344692224.0,not_set,64395116,3.0,unknown,06_06_09_32_14,05_23_23_02_00_18
87.210.190.1,1344692224.0,not_set,17137037,4.0,unknown,06_06_09_32_14,11_20_24_01_14_57
87.212.227.255,1344692224.0,not_set,50310032,6.0,unknown,06_06_09_32_14,11_02_23_02_31_42
91.195.200.249,1991.0,002438877500,107508956,92.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_06_09_32_14,01_09_22_01_56_18
87.212.46.255,1344692224.0,not_set,58092232,6.0,unknown,06_06_09_32_14,08_04_23_00_48_22
87.209.19.255,1344692224.0,not_set,50827056,6.0,unknown,06_06_09_32_14,10_27_23_02_54_38
86.109.13.33,1599019692.0,not_set,20149081,32.0,unknown,06_06_09_32_14,10_16_24_04_34_13
87.212.16.1,1344692224.0,not_set,51005483,2.0,unknown,06_06_09_32_14,10_25_23_01_20_51
87.212.154.1,1344692224.0,not_set,51005483,2.0,unknown,06_06_09_32_14,10_25_23_01_20_51
87.209.242.1,1344692224.0,not_set,50310228,6.0,unknown,06_06_09_32_14,11_02_23_02_28_26
87.208.63.255,1344692224.0,not_set,49706138,6.0,unknown,06_06_09_32_14,11_09_23_02_16_36
87.212.62.1,1344692224.0,not_set,50919078,10.0,unknown,06_06_09_32_14,10_26_23_01_20_56
87.210.4.1,1344692224.0,not_set,64740591,3.0,unknown,06_06_09_32_14,05_19_23_02_02_23
91.196.169.65,1991.0,002438a2b900,26785548,74.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_06_09_32_14,07_31_24_09_06_26
87.209.152.0,1344692224.0,not_set,50830054,6.0,unknown,06_06_09_32_14,10_27_23_02_04_40
88.218.155.121,1588.0,No Mac indication (0x03),11143975,5.0,"Brocade Communications Systems, Inc.",06_06_09_32_14,01_28_25_09_59_19
87.212.28.1,1344692224.0,not_set,49879270,6.0,unknown,06_06_09_32_14,11_07_23_02_11_04
87.210.229.1,1344692224.0,not_set,17137059,4.0,unknown,06_06_09_32_14,11_20_24_01_14_35
88.80.165.8,11.0,not_set,104545963,151.0,Hewlett-Packard,06_06_09_32_14,02_12_22_08_59_31
93.94.227.97,25506.0,No Mac indication (0x03),108405004,1.0,H3C,06_06_09_32_14,12_29_21_17_02_10
88.218.155.242,1588.0,No Mac indication (0x03),11145550,4.0,"Brocade Communications Systems, Inc.",06_06_09_32_14,01_28_25_09_33_04
87.212.72.1,1344692224.0,not_set,50482929,5.0,unknown,06_06_09_32_14,10_31_23_02_30_05
87.233.78.186,11.0,not_set,130962753,10.0,Hewlett-Packard,06_06_09_32_14,04_12_21_14_59_41
87.212.30.1,1344692224.0,not_set,17137065,4.0,unknown,06_06_09_32_14,11_20_24_01_14_29
86.109.13.112,695225403.0,not_set,26210244,2.0,unknown,06_06_09_32_14,08_07_24_00_54_50
91.205.215.154,1970372352.0,No Mac indication (0x03),175273885,1.0,unknown,06_06_09_32_14,11_16_19_18_20_49
87.208.84.0,1344692224.0,not_set,49793214,7.0,unknown,06_06_09_32_14,11_08_23_02_05_20
87.210.182.1,1344692224.0,not_set,64395146,3.0,unknown,06_06_09_32_14,05_23_23_01_59_48
87.210.112.1,1344692224.0,not_set,51004926,2.0,unknown,06_06_09_32_14,10_25_23_01_30_08
86.109.13.40,332803450.0,No Mac indication (0x03),20150659,68.0,unknown,06_06_09_32_14,10_16_24_04_07_55
89.248.170.129,1970372420.0,No Mac indication (0x03),21333707,4.0,unknown,06_06_09_32_14,10_02_24_11_30_27
87.208.8.0,1344692224.0,not_set,50310312,6.0,unknown,06_06_09_32_14,11_02_23_02_27_02
87.210.12.1,1344692224.0,not_set,64740607,3.0,unknown,06_06_09_32_14,05_19_23_02_02_07
87.212.174.0,1344692224.0,not_set,50482401,6.0,unknown,06_06_09_32_14,10_31_23_02_38_53
92.65.75.73,25506.0,No Mac indication (0x03),11774481,1.0,H3C,06_06_09_32_14,01_21_25_02_50_53
86.109.13.48,1580527308.0,not_set,20149117,47.0,unknown,06_06_09_32_14,10_16_24_04_33_37
91.148.241.3,1970372420.0,No Mac indication (0x03),73862120,30.0,unknown,06_06_09_32_14,02_02_23_12_16_54
92.223.126.90,1970372392.0,No Mac indication (0x03),18512384,15.0,unknown,06_06_09_32_14,11_04_24_03_12_30
87.212.166.1,1344692224.0,not_set,50826766,3.0,unknown,06_06_09_32_14,10_27_23_02_59_28
87.209.32.1,1344692224.0,not_set,64395169,3.0,unknown,06_06_09_32_14,05_23_23_01_59_25
87.208.64.0,1344692224.0,not_set,49618910,7.0,unknown,06_06_09_32_14,11_10_23_02_30_24
87.212.245.255,1344692224.0,not_set,49619037,6.0,unknown,06_06_09_32_14,11_10_23_02_28_17
87.208.132.0,1344692224.0,not_set,49792260,7.0,unknown,06_06_09_32_14,11_08_23_02_21_14
92.70.228.57,12356.0,No Mac indication (0x03),9242208,1739952615.0,"Fortinet, Inc.",06_06_09_32_14,02_19_25_10_15_26
91.148.224.2,1970372420.0,No Mac indication (0x03),81825470,23.0,unknown,06_06_09_32_14,11_02_22_08_14_24
87.212.191.1,1344692224.0,not_set,50917897,2.0,unknown,06_06_09_32_14,10_26_23_01_40_37
95.99.176.1,1344692224.0,not_set,50155392,7.0,unknown,06_02_16_37_07,10_31_23_04_33_55
145.131.207.73,25506.0,No Mac indication (0x03),23903713,1.0,H3C,06_02_16_37_07,08_30_24_00_41_54
86.109.13.26,474393949.0,not_set,19822246,57.0,unknown,06_02_16_37_07,10_16_24_06_26_21
87.210.84.1,1344692224.0,not_set,16808702,4.0,unknown,06_02_16_37_07,11_20_24_03_32_05
93.186.178.2,1588.0,No Mac indication (0x03),44221130,0.0,"Brocade Communications Systems, Inc.",06_02_16_37_07,01_07_24_20_58_17
91.213.112.65,1991.0,00243898af00,21247913,66.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_02_16_37_07,09_29_24_18_25_14
92.65.208.209,8741.0,18b169faa904,8287709,22.0,"SonicWALL, Inc.",06_02_16_37_07,02_26_25_18_28_38
147.75.86.113,2104122875.0,not_set,19822134,19.0,unknown,06_02_16_37_07,10_16_24_06_28_13
143.179.98.1,1344692224.0,not_set,49377735,7.0,unknown,06_02_16_37_07,11_09_23_04_34_52
95.98.248.255,1344692224.0,not_set,57762969,7.0,unknown,06_02_16_37_07,08_04_23_03_20_58
137.174.145.173,6527.0,not_set,53271379,2.0,Nokia (formerly 'Alcatel-Lucent'),06_02_16_37_07,09_25_23_03_00_48
87.209.16.1,1344692224.0,not_set,57763875,6.0,unknown,06_02_16_37_07,08_04_23_03_05_52
143.179.102.0,1344692224.0,not_set,50155429,7.0,unknown,06_02_16_37_07,10_31_23_04_33_18
88.218.155.217,1588.0,No Mac indication (0x03),10815616,5.0,"Brocade Communications Systems, Inc.",06_02_16_37_07,01_28_25_12_16_51
109.237.16.49,6527.0,not_set,49470293,7.0,Nokia (formerly 'Alcatel-Lucent'),06_02_16_37_07,11_08_23_02_52_14
147.75.86.98,1628516661.0,not_set,19820602,4.0,unknown,06_02_16_37_07,10_16_24_06_53_45
95.99.61.255,1344692224.0,not_set,49377130,9.0,unknown,06_02_16_37_07,11_09_23_04_44_57
91.205.215.162,1970372352.0,No Mac indication (0x03),174945486,1.0,unknown,06_02_16_37_07,11_16_19_20_39_01
147.75.86.11,1391123651.0,not_set,19820738,31.0,unknown,06_02_16_37_07,10_16_24_06_51_29
145.145.10.9,25506.0,No Mac indication (0x03),152145448,2.0,H3C,06_02_16_37_07,08_06_20_17_59_39
92.223.127.54,1970372604.0,No Mac indication (0x03),18182563,12.0,unknown,06_02_16_37_07,11_04_24_05_54_24
137.174.154.195,6527.0,not_set,52320699,2.0,Nokia (formerly 'Alcatel-Lucent'),06_02_16_37_07,10_06_23_03_05_28
95.99.35.255,1344692224.0,not_set,49462839,7.0,unknown,06_02_16_37_07,11_08_23_04_56_28
95.99.78.0,1344692224.0,not_set,57762961,7.0,unknown,06_02_16_37_07,08_04_23_03_21_06
143.179.192.1,1344692224.0,not_set,50674379,3.0,unknown,06_02_16_37_07,10_25_23_04_24_08
109.201.134.36,232.0,No Mac indication (0x03),8464616,2.0,Compaq,06_02_16_37_07,02_24_25_17_20_11
145.128.184.209,25506.0,No Mac indication (0x03),14967048,1.0,H3C,06_02_16_37_07,12_11_24_11_06_19
145.120.3.65,25506.0,No Mac indication (0x03),255218813,1.0,H3C,06_02_16_37_07,05_01_17_18_30_14
87.212.190.1,1344692224.0,not_set,50590755,2.0,unknown,06_02_16_37_07,10_26_23_03_37_52
95.99.236.1,1344692224.0,not_set,50155481,7.0,unknown,06_02_16_37_07,10_31_23_04_32_26
109.201.134.41,232.0,No Mac indication (0x03),8552954,2.0,Compaq,06_02_16_37_07,02_23_25_16_47_53
95.98.104.1,1344692224.0,not_set,16808789,4.0,unknown,06_02_16_37_07,11_20_24_03_30_38
95.99.144.1,1344692224.0,not_set,49288148,6.0,unknown,06_02_16_37_07,11_10_23_05_27_59
95.128.2.110,1588.0,No Mac indication (0x03),107268977,1.0,"Brocade Communications Systems, Inc.",06_02_16_37_07,01_08_22_03_40_50
137.174.144.185,6527.0,not_set,71732737,3.0,Nokia (formerly 'Alcatel-Lucent'),06_02_16_37_07,02_23_23_10_51_30
95.178.106.1,25506.0,3ce5a6e4febd,106062315,43.0,H3C,06_02_16_37_07,01_22_22_02_51_52
95.98.140.1,1344692224.0,not_set,49290713,6.0,unknown,06_02_16_37_07,11_10_23_04_45_14
139.178.72.1,1535347822.0,not_set,19820807,105.0,unknown,06_02_16_37_07,10_16_24_06_50_20
93.186.186.7,1588.0,No Mac indication (0x03),70132153,6.0,"Brocade Communications Systems, Inc.",06_02_16_37_07,03_13_23_23_27_54
95.99.8.0,1344692224.0,not_set,49549520,6.0,unknown,06_02_16_37_07,11_07_23_04_51_47
93.180.67.2,1991.0,0012f29c3300,129435155,618.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_02_16_37_07,04_26_21_14_24_32
147.123.195.145,6527.0,not_set,33770966,8.0,Nokia (formerly 'Alcatel-Lucent'),06_02_16_37_07,05_07_24_19_47_41
94.103.156.218,11.0,not_set,111268478,13.0,Hewlett-Packard,06_02_16_37_07,11_22_21_20_42_29
93.186.187.193,1588.0,No Mac indication (0x03),70132163,6.0,"Brocade Communications Systems, Inc.",06_02_16_37_07,03_13_23_23_27_44
87.208.104.1,1344692224.0,not_set,49463977,7.0,unknown,06_02_16_37_07,11_08_23_04_37_30
95.99.143.255,1344692224.0,not_set,49551004,6.0,unknown,06_02_16_37_07,11_07_23_04_27_03
88.218.152.209,1588.0,No Mac indication (0x03),10815717,5.0,"Brocade Communications Systems, Inc.",06_02_16_37_07,01_28_25_12_15_10
95.99.43.255,1344692224.0,not_set,50155535,7.0,unknown,06_02_16_37_07,10_31_23_04_31_32
95.99.60.0,1344692224.0,not_set,49377232,9.0,unknown,06_02_16_37_07,11_09_23_04_43_15
93.186.183.130,1588.0,No Mac indication (0x03),44224890,0.0,"Brocade Communications Systems, Inc.",06_02_16_37_07,01_07_24_19_55_37
147.75.86.16,183189653.0,No Mac indication (0x03),19822403,17.0,unknown,06_02_16_37_07,10_16_24_06_23_44
87.210.243.255,1344692224.0,not_set,57763099,7.0,unknown,06_02_16_37_07,08_04_23_03_18_48
89.106.164.186,14823.0,not_set,15454260,8.0,"Aruba, a Hewlett Packard Enterprise company",06_02_16_37_07,12_05_24_19_46_07
147.123.195.57,6527.0,not_set,21162288,3.0,Nokia (formerly 'Alcatel-Lucent'),06_02_16_37_07,09_30_24_18_12_19
87.210.134.1,1344692224.0,not_set,64412353,3.0,unknown,06_02_16_37_07,05_19_23_04_17_54
137.174.172.81,6527.0,not_set,17776467,3.0,Nokia (formerly 'Alcatel-Lucent'),06_02_16_37_07,11_08_24_22_42_40
143.179.139.255,1344692224.0,not_set,49551045,6.0,unknown,06_02_16_37_07,11_07_23_04_26_22
95.99.90.1,1344692224.0,not_set,49288217,8.0,unknown,06_02_16_37_07,11_10_23_05_26_50
87.210.249.1,1344692224.0,not_set,60713848,2.0,unknown,06_02_16_37_07,06_30_23_23_39_39
137.174.145.34,6527.0,not_set,53271540,2.0,Nokia (formerly 'Alcatel-Lucent'),06_02_16_37_07,09_25_23_02_58_07
86.109.13.56,1156337389.0,not_set,19820763,4.0,unknown,06_02_16_37_07,10_16_24_06_51_04
87.209.210.0,1344692224.0,not_set,50499391,7.0,unknown,06_02_16_37_07,10_27_23_05_00_36
137.174.172.221,6527.0,not_set,64562490,5.0,Nokia (formerly 'Alcatel-Lucent'),06_02_16_37_07,05_17_23_10_35_37
87.249.103.41,25506.0,No Mac indication (0x03),193975841,1.0,H3C,06_02_16_37_07,04_10_19_14_26_26
88.218.153.67,1588.0,No Mac indication (0x03),122964586,2.0,"Brocade Communications Systems, Inc.",06_02_16_37_07,07_10_21_11_47_21
137.174.172.201,6527.0,not_set,22818348,5.0,Nokia (formerly 'Alcatel-Lucent'),06_02_16_37_07,09_11_24_14_11_19
95.97.143.102,12356.0,No Mac indication (0x03),21175285,1727691624.0,"Fortinet, Inc.",06_02_16_37_07,09_30_24_14_35_42
143.177.168.1,1344692224.0,not_set,57763133,7.0,unknown,06_02_16_37_07,08_04_23_03_18_14
94.142.213.195,12356.0,No Mac indication (0x03),21744028,1727122898.0,"Fortinet, Inc.",06_02_16_37_07,09_24_24_00_36_39
95.98.24.0,1344692224.0,not_set,49503266,3.0,unknown,06_02_16_37_07,11_07_23_17_42_41
95.99.210.1,1344692224.0,not_set,50501897,6.0,unknown,06_02_16_37_07,10_27_23_04_18_50
117.18.118.4,232.0,d06726d2bbf4,1748862919,6.0,Compaq,06_02_16_37_07,01_01_70_05_21_48
87.212.112.1,1344692224.0,not_set,57763821,9.0,unknown,06_02_16_37_07,08_04_23_03_06_46
95.128.2.121,1991.0,748ef8a5ca80,50577683,686.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_02_16_37_07,10_26_23_07_15_44
87.208.103.255,1344692224.0,not_set,49290523,9.0,unknown,06_02_16_37_07,11_10_23_04_48_24
87.212.81.0,1344692224.0,not_set,49981791,8.0,unknown,06_02_16_37_07,11_02_23_04_47_16
95.98.164.0,1344692224.0,not_set,49378020,6.0,unknown,06_02_16_37_07,11_09_23_04_30_07
88.218.152.17,1588.0,No Mac indication (0x03),122964652,2.0,"Brocade Communications Systems, Inc.",06_02_16_37_07,07_10_21_11_46_15
95.99.52.0,1344692224.0,not_set,49290887,6.0,unknown,06_02_16_37_07,11_10_23_04_42_20
93.186.183.162,1588.0,No Mac indication (0x03),44225026,0.0,"Brocade Communications Systems, Inc.",06_02_16_37_07,01_07_24_19_53_21
95.99.47.255,1344692224.0,not_set,50068913,8.0,unknown,06_02_16_37_07,11_01_23_04_35_14
89.20.180.254,25506.0,No Mac indication (0x03),201233992,2.0,H3C,06_02_16_37_07,01_16_19_14_17_15
95.98.236.0,1344692224.0,not_set,49551161,6.0,unknown,06_02_16_37_07,11_07_23_04_24_26
145.120.3.193,25506.0,No Mac indication (0x03),240101912,1.0,H3C,06_02_16_37_07,10_23_17_17_38_35
86.109.13.109,790808280.0,not_set,25880949,2.0,unknown,06_02_16_37_07,08_07_24_03_27_58
93.158.204.6,11.0,No Mac indication (0x03),227304012,1.0,Hewlett-Packard,06_02_16_37_07,03_20_18_20_36_55
87.212.180.1,1344692224.0,not_set,50677391,2.0,unknown,06_02_16_37_07,10_25_23_03_33_56
109.72.83.2,1991.0,0012f29c3300,129435331,618.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_02_16_37_07,04_26_21_14_21_36
136.144.30.5,1970372352.0,No Mac indication (0x03),23309585,3.0,unknown,06_02_16_37_07,09_05_24_21_44_02
109.201.142.171,232.0,No Mac indication (0x03),136838379,1.0,Compaq,06_02_16_37_07,01_30_21_21_57_28
143.177.152.0,1344692224.0,not_set,49551193,6.0,unknown,06_02_16_37_07,11_07_23_04_23_54
89.20.177.1,25506.0,No Mac indication (0x03),110349260,7.0,H3C,06_02_16_37_07,12_03_21_12_02_47
95.98.166.0,1344692224.0,not_set,49287864,6.0,unknown,06_02_16_37_07,11_10_23_05_32_43
91.213.112.33,1991.0,00243898af00,21248232,66.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_02_16_37_07,09_29_24_18_19_55
86.109.13.73,94012493.0,No Mac indication (0x03),19822593,25.0,unknown,06_02_16_37_07,10_16_24_06_20_34
95.128.4.174,1588.0,No Mac indication (0x03),107269203,1.0,"Brocade Communications Systems, Inc.",06_02_16_37_07,01_08_22_03_37_04
95.98.53.255,1344692224.0,not_set,49983048,7.0,unknown,06_02_16_37_07,11_02_23_04_26_19
137.174.152.90,6527.0,not_set,70701851,7.0,Nokia (formerly 'Alcatel-Lucent'),06_02_16_37_07,03_07_23_09_12_56
93.158.204.19,11.0,78acc0ff8b5c,276796019,1.0,Hewlett-Packard,06_02_16_37_07,08_25_16_00_50_08
91.230.46.249,1588.0,No Mac indication (0x03),92528567,6.0,"Brocade Communications Systems, Inc.",06_02_16_37_07,06_27_22_18_14_20
137.174.186.249,6527.0,not_set,15458024,5.0,Nokia (formerly 'Alcatel-Lucent'),06_02_16_37_07,12_05_24_18_43_23
143.178.32.1,1344692224.0,not_set,50678353,2.0,unknown,06_02_16_37_07,10_25_23_03_17_54
95.99.12.0,1344692224.0,not_set,50498627,11.0,unknown,06_02_16_37_07,10_27_23_05_13_20
95.98.196.0,1344692224.0,not_set,49503406,3.0,unknown,06_02_16_37_07,11_07_23_17_40_21
95.99.11.255,1344692224.0,not_set,49549777,6.0,unknown,06_02_16_37_07,11_07_23_04_47_30
95.128.6.78,1588.0,No Mac indication (0x03),107269261,1.0,"Brocade Communications Systems, Inc.",06_02_16_37_07,01_08_22_03_36_06
95.99.76.255,1344692224.0,not_set,49549808,6.0,unknown,06_02_16_37_07,11_07_23_04_46_59
147.123.195.117,6527.0,not_set,21161308,2.0,Nokia (formerly 'Alcatel-Lucent'),06_02_16_37_07,09_30_24_18_28_39
95.99.204.1,1344692224.0,not_set,50678379,2.0,unknown,06_02_16_37_07,10_25_23_03_17_28
137.174.172.197,6527.0,not_set,23912684,4.0,Nokia (formerly 'Alcatel-Lucent'),06_02_16_37_07,08_29_24_22_12_23
95.98.53.1,1344692224.0,not_set,49983106,7.0,unknown,06_02_16_37_07,11_02_23_04_25_21
95.168.169.74,6876.0,No Mac indication (0x03),14396129,8.0,VMware Inc.,06_02_16_37_07,12_18_24_01_41_38
143.177.24.1,1344692224.0,not_set,65879476,4.0,unknown,06_02_16_37_07,05_02_23_04_45_51
149.143.18.240,8741.0,18b169889704,11383896,25.0,"SonicWALL, Inc.",06_02_16_37_07,01_21_25_22_25_31
137.174.172.205,6527.0,not_set,23103057,3.0,Nokia (formerly 'Alcatel-Lucent'),06_02_16_37_07,09_08_24_07_06_10
137.174.20.250,6527.0,not_set,63727781,15.0,Nokia (formerly 'Alcatel-Lucent'),06_02_16_37_07,05_27_23_02_27_26
143.179.97.255,1344692224.0,not_set,49288480,6.0,unknown,06_02_16_37_07,11_10_23_05_22_27
143.179.94.1,1344692224.0,not_set,50155311,11.0,unknown,06_02_16_37_07,10_31_23_04_35_16
95.99.243.255,1344692224.0,not_set,49377521,9.0,unknown,06_02_16_37_07,11_09_23_04_38_26
95.142.105.115,311.0,b46ad45017c3,25587826,1.0,Microsoft,06_02_16_37_07,08_10_24_12_53_21
95.99.249.255,1344692224.0,not_set,49287977,6.0,unknown,06_02_16_37_07,11_10_23_05_30_50
89.248.167.129,1970372420.0,No Mac indication (0x03),21005737,4.0,unknown,06_02_16_37_07,10_02_24_13_41_30
145.32.30.254,25506.0,b8af67f52e49,159047676,46.0,H3C,06_02_16_37_07,05_18_20_20_42_31
95.98.34.1,1344692224.0,not_set,49551323,6.0,unknown,06_02_16_37_07,11_07_23_04_21_44
143.179.112.1,1344692224.0,not_set,50589937,2.0,unknown,06_02_16_37_07,10_26_23_03_51_30
87.210.153.1,1344692224.0,not_set,16809156,4.0,unknown,06_02_16_37_07,11_20_24_03_24_31
143.179.94.0,1344692224.0,not_set,50155346,11.0,unknown,06_02_16_37_07,10_31_23_04_34_41
86.109.13.60,1620918057.0,not_set,19822611,4.0,unknown,06_02_16_37_07,10_16_24_06_20_16
137.174.144.17,6527.0,not_set,54318711,2.0,Nokia (formerly 'Alcatel-Lucent'),06_02_16_37_07,09_13_23_00_05_16
87.210.234.0,1344692224.0,not_set,57764329,6.0,unknown,06_02_16_37_07,08_04_23_02_58_18
87.212.23.1,1344692224.0,not_set,64412678,3.0,unknown,06_02_16_37_07,05_19_23_04_12_29
95.98.236.1,1344692224.0,not_set,49551356,6.0,unknown,06_02_16_37_07,11_07_23_04_21_11
93.186.190.100,1588.0,No Mac indication (0x03),122964916,2.0,"Brocade Communications Systems, Inc.",06_02_16_37_07,07_10_21_11_41_51
95.99.20.1,1344692224.0,not_set,16809188,4.0,unknown,06_02_16_37_07,11_20_24_03_23_59
94.103.29.182,13742.0,000d5d2fc1cc,9593586,14.0,"Raritan Computer, Inc.",06_02_16_37_07,02_11_25_15_44_01
147.75.86.4,1864493728.0,not_set,19822754,20.0,unknown,06_02_16_37_07,10_16_24_06_17_53
93.157.138.1,1970372392.0,No Mac indication (0x03),10733147,3.0,unknown,06_02_16_37_07,01_29_25_11_11_20
91.195.200.217,1991.0,002438a2b900,26457642,74.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_02_16_37_07,07_31_24_11_16_25
91.205.215.41,1970372352.0,No Mac indication (0x03),174945992,1.0,unknown,06_02_16_37_07,11_16_19_20_30_35
88.214.28.122,232.0,No Mac indication (0x03),12579307,45.0,Compaq,06_02_16_37_07,01_08_25_02_22_00
95.99.140.1,1344692224.0,not_set,49551388,6.0,unknown,06_02_16_37_07,11_07_23_04_20_39
95.99.19.255,1344692224.0,not_set,55277042,7.0,unknown,06_02_16_37_07,09_01_23_21_53_05
86.109.13.50,1538914612.0,not_set,16396203,50.0,unknown,06_02_16_37_07,11_24_24_22_07_04
93.186.185.105,1588.0,No Mac indication (0x03),122964961,2.0,"Brocade Communications Systems, Inc.",06_02_16_37_07,07_10_21_11_41_06
94.157.16.1,1344692224.0,not_set,65267782,5.0,unknown,06_02_16_37_07,05_09_23_06_40_45
143.177.204.1,1344692224.0,not_set,50153689,7.0,unknown,06_02_16_37_07,10_31_23_05_02_18
147.78.237.9,1970372352.0,No Mac indication (0x03),193507588,6.0,unknown,06_02_16_37_07,04_16_19_00_30_39
93.186.190.2,1588.0,No Mac indication (0x03),70132583,6.0,"Brocade Communications Systems, Inc.",06_02_16_37_07,03_13_23_23_20_44
95.98.45.0,1344692224.0,not_set,50500601,6.0,unknown,06_02_16_37_07,10_27_23_04_40_26
86.109.13.61,2049517732.0,not_set,19822701,6.0,unknown,06_02_16_37_07,10_16_24_06_18_46
103.75.68.33,1970372500.0,No Mac indication (0x03),38653765,8.0,unknown,06_02_16_37_07,03_12_24_07_27_42
92.68.148.185,25506.0,No Mac indication (0x03),9948448,19.0,H3C,06_02_16_37_07,02_07_25_13_09_39
87.209.156.1,1344692224.0,not_set,64067297,3.0,unknown,06_02_16_37_07,05_23_23_04_08_50
93.174.94.1,1970372420.0,No Mac indication (0x03),21005856,4.0,unknown,06_02_16_37_07,10_02_24_13_39_31
92.65.197.82,4413.0,9020c2a87fc0,1748876487,83.0,Broadcom Limited,06_02_16_37_07,01_01_70_01_35_40
147.75.86.97,61006794.0,No Mac indication (0x03),19822695,4.0,unknown,06_02_16_37_07,10_16_24_06_18_52
143.179.48.1,1344692224.0,not_set,15505843,9.0,unknown,06_02_16_37_07,12_05_24_05_26_24
94.157.236.1,1344692224.0,not_set,65267819,5.0,unknown,06_02_16_37_07,05_09_23_06_40_08
143.177.48.1,1344692224.0,not_set,65708931,3.0,unknown,06_02_16_37_07,05_04_23_04_08_16
143.177.196.1,1344692224.0,not_set,49550736,9.0,unknown,06_02_16_37_07,11_07_23_04_31_31
95.98.249.255,1344692224.0,not_set,49982102,8.0,unknown,06_02_16_37_07,11_02_23_04_42_05
137.174.186.162,1970372500.0,No Mac indication (0x03),8963364,1.0,unknown,06_02_16_37_07,02_18_25_22_47_43
137.174.173.11,6527.0,not_set,69316993,4.0,Nokia (formerly 'Alcatel-Lucent'),06_02_16_37_07,03_23_23_09_53_54
137.174.152.157,6527.0,not_set,32562556,3.0,Nokia (formerly 'Alcatel-Lucent'),06_02_16_37_07,05_21_24_19_27_51
87.212.170.0,1344692224.0,not_set,49377682,6.0,unknown,06_02_16_37_07,11_09_23_04_35_45
145.145.0.9,11.0,not_set,79849541,15.0,Hewlett-Packard,06_02_16_37_07,11_21_22_12_11_26
143.179.142.1,1344692224.0,not_set,49378349,6.0,unknown,06_02_16_37_07,11_09_23_04_24_38
87.209.17.255,1344692224.0,not_set,57764461,6.0,unknown,06_02_16_37_07,08_04_23_02_56_06
137.174.154.81,6527.0,not_set,70702118,7.0,Nokia (formerly 'Alcatel-Lucent'),06_02_16_37_07,03_07_23_09_08_29
87.212.12.0,1344692224.0,not_set,49895491,7.0,unknown,06_02_16_37_07,11_03_23_04_45_36
