IP,Enterprise Code,MAC,Engine Time,Engine Boots,Vendor,Scan Date,Reboot Date
84.106.32.195,2863.0,No Mac indication (0x03),587137,1,Thomson Inc.,06_02_13_16_26,05_26_2025_18_10_49
84.25.13.84,2863.0,No Mac indication (0x03),4208217,1,Thomson Inc.,06_02_13_16_26,04_14_2025_20_19_29
83.83.72.174,4684.0,No Mac indication (0x03),387069,199,Ambit Microsystems Corporation,06_02_13_16_26,05_29_2025_01_45_17
85.209.111.129,1588.0,No Mac indication (0x03),10806077,5,"Brocade Communications Systems, Inc.",06_02_13_16_26,01_28_2025_11_35_09
31.200.211.65,1588.0,No Mac indication (0x03),70120993,3,"Brocade Communications Systems, Inc.",06_02_13_16_26,03_13_2023_23_13_13
83.83.87.234,4684.0,No Mac indication (0x03),2144017,65,Ambit Microsystems Corporation,06_02_13_16_26,05_08_2025_17_42_49
82.72.215.67,4684.0,No Mac indication (0x03),3199587,344,Ambit Microsystems Corporation,06_02_13_16_26,04_26_2025_12_29_59
85.147.124.157,4684.0,No Mac indication (0x03),1873997,117,Ambit Microsystems Corporation,06_02_13_16_26,05_11_2025_20_43_09
83.80.140.171,4684.0,No Mac indication (0x03),1014347,232,Ambit Microsystems Corporation,06_02_13_16_26,05_21_2025_19_30_39
83.82.54.131,4684.0,No Mac indication (0x03),3523553,132,Ambit Microsystems Corporation,06_02_13_16_26,04_22_2025_18_30_33
62.59.37.250,14823.0,not_set,19897395,101,"Aruba, a Hewlett Packard Enterprise company",06_02_13_16_26,10_15_2024_06_13_11
82.75.44.39,4684.0,No Mac indication (0x03),681203,372,Ambit Microsystems Corporation,06_02_13_16_26,05_25_2025_16_03_03
83.85.127.170,4684.0,No Mac indication (0x03),2409755,110,Ambit Microsystems Corporation,06_02_13_16_26,05_05_2025_15_53_51
84.27.219.138,4684.0,No Mac indication (0x03),6815,1924,Ambit Microsystems Corporation,06_02_13_16_26,06_02_2025_11_22_51
5.255.78.48,232.0,No Mac indication (0x03),1748856939,10,Compaq,06_02_13_16_26,01_01_1970_03_40_47
5.178.112.150,1970372420.0,No Mac indication (0x03),6643407,3,unknown,06_02_13_16_26,03_17_2025_15_52_59
85.147.23.41,2863.0,No Mac indication (0x03),215221,1,Thomson Inc.,06_02_13_16_26,05_31_2025_01_29_25
45.128.65.218,8741.0,18b169fac8d8,7740669,25,"SonicWALL, Inc.",06_02_13_16_26,03_04_2025_23_05_17
83.84.136.199,2863.0,No Mac indication (0x03),2266763,1,Thomson Inc.,06_02_13_16_26,05_07_2025_07_37_03
84.105.133.222,2021.0,No Mac indication (0x03),1748856881,38,"U.C. Davis, ECE Dept. Tom",06_02_13_16_26,01_01_1970_03_41_45
84.106.50.230,2863.0,No Mac indication (0x03),128105,1,Thomson Inc.,06_02_13_16_26,06_01_2025_01_41_21
84.105.49.221,4684.0,No Mac indication (0x03),582495,300,Ambit Microsystems Corporation,06_02_13_16_26,05_26_2025_19_28_11
84.24.74.132,4684.0,No Mac indication (0x03),1192667,96,Ambit Microsystems Corporation,06_02_13_16_26,05_19_2025_17_58_39
84.29.147.34,2863.0,No Mac indication (0x03),2059477,1,Thomson Inc.,06_02_13_16_26,05_09_2025_17_11_49
80.242.226.162,2021.0,No Mac indication (0x03),1748857121,39,"U.C. Davis, ECE Dept. Tom",06_02_13_16_26,01_01_1970_03_37_45
82.72.190.56,2863.0,No Mac indication (0x03),1111983,1,Thomson Inc.,06_02_13_16_26,05_20_2025_16_23_23
46.102.104.255,1970372604.0,No Mac indication (0x03),77229433,4,unknown,06_02_13_16_26,12_21_2022_16_39_13
83.85.94.146,4684.0,No Mac indication (0x03),439487,49,Ambit Microsystems Corporation,06_02_13_16_26,05_28_2025_11_11_39
85.223.40.1,1344692224.0,not_set,50489717,7,unknown,06_02_13_16_26,10_27_2023_04_21_09
83.80.161.21,4684.0,No Mac indication (0x03),1277621,51,Ambit Microsystems Corporation,06_02_13_16_26,05_18_2025_18_22_45
84.243.197.18,12356.0,No Mac indication (0x03),9416325,1739440876,"Fortinet, Inc.",06_02_13_16_26,02_13_2025_13_37_41
84.27.136.76,4684.0,No Mac indication (0x03),108049,804,Ambit Microsystems Corporation,06_02_13_16_26,06_01_2025_07_15_37
80.115.57.57,4684.0,No Mac indication (0x03),6557,331,Ambit Microsystems Corporation,06_02_13_16_26,06_02_2025_11_27_09
46.19.223.18,1588.0,No Mac indication (0x03),70122549,6,"Brocade Communications Systems, Inc.",06_02_13_16_26,03_13_2023_22_47_17
31.3.12.82,1991.0,002438435e40,29973479,237,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_02_13_16_26,06_20_2024_15_18_27
83.83.28.52,4684.0,No Mac indication (0x03),685457,52,Ambit Microsystems Corporation,06_02_13_16_26,05_25_2025_14_52_09
84.24.104.10,2863.0,No Mac indication (0x03),1712163,1,Thomson Inc.,06_02_13_16_26,05_13_2025_17_40_23
31.151.212.73,2863.0,No Mac indication (0x03),2170439,1,Thomson Inc.,06_02_13_16_26,05_08_2025_10_22_27
82.72.245.188,2863.0,No Mac indication (0x03),1691165,1,Thomson Inc.,06_02_13_16_26,05_13_2025_23_30_21
84.28.240.11,4684.0,No Mac indication (0x03),1574495,115,Ambit Microsystems Corporation,06_02_13_16_26,05_15_2025_07_54_51
46.21.165.97,1991.0,00243898af00,21238629,66,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_02_13_16_26,09_29_2024_17_39_17
62.45.85.90,2021.0,No Mac indication (0x03),1748857317,26,"U.C. Davis, ECE Dept. Tom",06_02_13_16_26,01_01_1970_03_34_29
83.84.108.129,2863.0,No Mac indication (0x03),139147,1,Thomson Inc.,06_02_13_16_26,05_31_2025_22_37_19
84.106.10.186,2863.0,No Mac indication (0x03),3391669,1,Thomson Inc.,06_02_13_16_26,04_24_2025_07_08_37
85.147.206.145,4684.0,No Mac indication (0x03),1270573,67,Ambit Microsystems Corporation,06_02_13_16_26,05_18_2025_20_20_13
83.85.96.170,4684.0,No Mac indication (0x03),1123135,88,Ambit Microsystems Corporation,06_02_13_16_26,05_20_2025_13_17_31
46.21.165.137,1991.0,00243898af00,21238653,66,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_02_13_16_26,09_29_2024_17_38_53
84.25.252.231,4684.0,No Mac indication (0x03),226041,108,Ambit Microsystems Corporation,06_02_13_16_26,05_30_2025_22_29_05
83.86.149.58,2863.0,No Mac indication (0x03),513557,1,Thomson Inc.,06_02_13_16_26,05_27_2025_14_37_09
84.24.46.198,4684.0,No Mac indication (0x03),292067,384,Ambit Microsystems Corporation,06_02_13_16_26,05_30_2025_04_08_39
85.146.48.1,1344692224.0,not_set,66909201,3,unknown,06_02_13_16_26,04_20_2023_03_23_05
84.107.121.14,2863.0,No Mac indication (0x03),111633,1,Thomson Inc.,06_02_13_16_26,06_01_2025_06_15_53
84.107.217.7,2863.0,No Mac indication (0x03),211449,1,Thomson Inc.,06_02_13_16_26,05_31_2025_02_32_17
85.145.96.255,1344692224.0,not_set,57754613,6,unknown,06_02_13_16_26,08_04_2023_02_19_33
80.115.9.165,4684.0,No Mac indication (0x03),928265,105,Ambit Microsystems Corporation,06_02_13_16_26,05_22_2025_19_25_21
31.20.95.1,1344692224.0,not_set,50489965,7,unknown,06_02_13_16_26,10_27_2023_04_17_01
82.74.232.121,2863.0,No Mac indication (0x03),1425167,1,Thomson Inc.,06_02_13_16_26,05_17_2025_01_23_39
84.28.79.240,2863.0,No Mac indication (0x03),2014129,1,Thomson Inc.,06_02_13_16_26,05_10_2025_05_47_37
31.200.215.98,1588.0,No Mac indication (0x03),70122797,6,"Brocade Communications Systems, Inc.",06_02_13_16_26,03_13_2023_22_43_09
84.106.194.178,2863.0,No Mac indication (0x03),2128945,1,Thomson Inc.,06_02_13_16_26,05_08_2025_21_54_01
31.3.105.227,5951.0,ce38fdf56bd1,36340341,7,Netscaler,06_02_13_16_26,04_07_2024_22_44_05
84.29.241.162,2863.0,No Mac indication (0x03),196315,1,Thomson Inc.,06_02_13_16_26,05_31_2025_06_44_31
31.20.169.255,1344692224.0,not_set,50143925,7,unknown,06_02_13_16_26,10_31_2023_04_24_21
5.10.118.35,1970372352.0,No Mac indication (0x03),85137145,10,unknown,06_02_13_16_26,09_21_2022_04_04_01
84.26.71.203,2863.0,No Mac indication (0x03),3995373,1,Thomson Inc.,06_02_13_16_26,04_17_2025_07_26_53
83.84.39.16,4684.0,No Mac indication (0x03),2228497,173,Ambit Microsystems Corporation,06_02_13_16_26,05_07_2025_18_14_49
80.115.108.120,2863.0,No Mac indication (0x03),3395943,1,Thomson Inc.,06_02_13_16_26,04_24_2025_05_57_23
84.105.16.220,2863.0,No Mac indication (0x03),3938227,1,Thomson Inc.,06_02_13_16_26,04_17_2025_23_19_19
82.101.242.113,2863.0,No Mac indication (0x03),729157,1,Thomson Inc.,06_02_13_16_26,05_25_2025_02_43_49
83.87.130.125,4684.0,No Mac indication (0x03),277927,110,Ambit Microsystems Corporation,06_02_13_16_26,05_30_2025_08_04_19
80.114.43.85,4684.0,No Mac indication (0x03),209467,66,Ambit Microsystems Corporation,06_02_13_16_26,05_31_2025_03_05_19
82.75.37.168,4684.0,No Mac indication (0x03),871665,147,Ambit Microsystems Corporation,06_02_13_16_26,05_23_2025_11_08_41
83.82.73.228,2863.0,No Mac indication (0x03),1644671,1,Thomson Inc.,06_02_13_16_26,05_14_2025_12_25_15
83.81.10.69,4684.0,No Mac indication (0x03),3912457,151,Ambit Microsystems Corporation,06_02_13_16_26,04_18_2025_06_28_49
37.156.228.113,25506.0,No Mac indication (0x03),4519721,3,H3C,06_02_13_16_26,04_11_2025_05_47_45
80.82.64.1,1970372420.0,No Mac indication (0x03),20996101,4,unknown,06_02_13_16_26,10_02_2024_13_01_25
83.86.157.90,2863.0,No Mac indication (0x03),3300573,1,Thomson Inc.,06_02_13_16_26,04_25_2025_08_26_53
84.31.62.99,2863.0,No Mac indication (0x03),2227885,1,Thomson Inc.,06_02_13_16_26,05_07_2025_18_25_01
80.112.91.138,4684.0,No Mac indication (0x03),2154063,358,Ambit Microsystems Corporation,06_02_13_16_26,05_08_2025_14_55_23
84.27.39.123,4684.0,No Mac indication (0x03),253889,153,Ambit Microsystems Corporation,06_02_13_16_26,05_30_2025_14_44_57
85.145.91.1,1344692224.0,not_set,16799487,4,unknown,06_02_13_16_26,11_20_2024_02_44_59
85.145.141.255,1344692224.0,not_set,49367903,9,unknown,06_02_13_16_26,11_09_2023_03_58_03
83.86.143.230,2863.0,No Mac indication (0x03),3598527,1,Thomson Inc.,06_02_13_16_26,04_21_2025_21_40_59
84.35.118.5,8741.0,18b1690d944c,1484675,14,"SonicWALL, Inc.",06_02_13_16_26,05_16_2025_08_51_51
83.87.180.28,4684.0,No Mac indication (0x03),1149655,185,Ambit Microsystems Corporation,06_02_13_16_26,05_20_2025_05_55_31
80.115.160.205,4684.0,No Mac indication (0x03),847621,23,Ambit Microsystems Corporation,06_02_13_16_26,05_23_2025_17_49_25
84.25.217.67,4684.0,No Mac indication (0x03),3024137,130,Ambit Microsystems Corporation,06_02_13_16_26,04_28_2025_13_14_09
85.146.142.1,1344692224.0,not_set,60116575,3,unknown,06_02_13_16_26,07_07_2023_18_13_31
84.104.38.204,2863.0,No Mac indication (0x03),2017913,1,Thomson Inc.,06_02_13_16_26,05_10_2025_04_44_33
84.105.52.227,2863.0,No Mac indication (0x03),1909545,1,Thomson Inc.,06_02_13_16_26,05_11_2025_10_50_41
82.72.203.215,2863.0,No Mac indication (0x03),1041517,1,Thomson Inc.,06_02_13_16_26,05_21_2025_11_57_49
84.29.177.44,4684.0,No Mac indication (0x03),1492669,375,Ambit Microsystems Corporation,06_02_13_16_26,05_16_2025_06_38_37
82.174.111.1,1344692224.0,not_set,49453631,7,unknown,06_02_13_16_26,11_08_2023_04_09_15
80.114.114.241,2863.0,No Mac indication (0x03),1997071,1,Thomson Inc.,06_02_13_16_26,05_10_2025_10_31_55
31.201.168.1,1344692224.0,not_set,66217915,5,unknown,06_02_13_16_26,04_28_2023_03_24_31
84.107.218.39,4684.0,No Mac indication (0x03),317369,233,Ambit Microsystems Corporation,06_02_13_16_26,05_29_2025_21_06_57
84.24.220.161,2863.0,No Mac indication (0x03),3540285,1,Thomson Inc.,06_02_13_16_26,04_22_2025_13_51_41
31.20.169.0,1344692224.0,not_set,50144001,7,unknown,06_02_13_16_26,10_31_2023_04_23_05
84.29.179.53,4684.0,No Mac indication (0x03),1174637,39,Ambit Microsystems Corporation,06_02_13_16_26,05_19_2025_22_59_09
84.24.52.87,4684.0,No Mac indication (0x03),3152973,108,Ambit Microsystems Corporation,06_02_13_16_26,04_27_2025_01_26_53
84.107.55.61,2863.0,No Mac indication (0x03),771201,1,Thomson Inc.,06_02_13_16_26,05_24_2025_15_03_05
84.105.42.185,4684.0,No Mac indication (0x03),67993,516,Ambit Microsystems Corporation,06_02_13_16_26,06_01_2025_18_23_13
85.145.8.0,1344692224.0,not_set,50490915,6,unknown,06_02_13_16_26,10_27_2023_04_01_11
82.217.16.23,4684.0,No Mac indication (0x03),851841,140,Ambit Microsystems Corporation,06_02_13_16_26,05_23_2025_16_39_05
84.107.196.11,2863.0,No Mac indication (0x03),211489,1,Thomson Inc.,06_02_13_16_26,05_31_2025_02_31_37
85.146.138.1,1344692224.0,not_set,49541747,6,unknown,06_02_13_16_26,11_07_2023_03_40_39
84.31.29.111,4684.0,No Mac indication (0x03),379209,161,Ambit Microsystems Corporation,06_02_13_16_26,05_29_2025_03_56_17
80.112.73.150,4684.0,No Mac indication (0x03),84023,137,Ambit Microsystems Corporation,06_02_13_16_26,06_01_2025_13_56_03
31.21.172.1,1344692224.0,not_set,60116617,3,unknown,06_02_13_16_26,07_07_2023_18_12_49
77.62.165.213,4329.0,d4f527b8731c,24261869,366,Siemens AG,06_02_13_16_26,08_25_2024_17_51_57
83.82.71.187,4684.0,No Mac indication (0x03),1610251,1116,Ambit Microsystems Corporation,06_02_13_16_26,05_14_2025_21_58_55
84.106.128.95,2863.0,No Mac indication (0x03),1024319,1,Thomson Inc.,06_02_13_16_26,05_21_2025_16_44_27
83.84.72.253,4684.0,No Mac indication (0x03),895025,82,Ambit Microsystems Corporation,06_02_13_16_26,05_23_2025_04_39_21
82.73.98.25,2863.0,No Mac indication (0x03),211703,1,Thomson Inc.,06_02_13_16_26,05_31_2025_02_28_03
31.21.144.1,1344692224.0,not_set,65699255,3,unknown,06_02_13_16_26,05_04_2023_03_28_51
83.84.39.157,2863.0,No Mac indication (0x03),1029845,1,Thomson Inc.,06_02_13_16_26,05_21_2025_15_12_21
81.171.67.195,1970372420.0,No Mac indication (0x03),81485173,14,unknown,06_02_13_16_26,11_02_2022_10_30_13
85.223.72.0,1344692224.0,not_set,50490139,7,unknown,06_02_13_16_26,10_27_2023_04_14_07
31.21.204.1,1344692224.0,not_set,63279883,3,unknown,06_02_13_16_26,06_01_2023_03_31_43
84.28.227.18,2863.0,No Mac indication (0x03),1521791,1,Thomson Inc.,06_02_13_16_26,05_15_2025_22_33_15
85.223.66.0,1344692224.0,not_set,50489655,6,unknown,06_02_13_16_26,10_27_2023_04_22_11
31.21.172.255,1344692224.0,not_set,60116731,3,unknown,06_02_13_16_26,07_07_2023_18_10_55
31.200.208.1,1588.0,No Mac indication (0x03),70123057,6,"Brocade Communications Systems, Inc.",06_02_13_16_26,03_13_2023_22_38_49
84.27.136.187,4684.0,No Mac indication (0x03),1112445,86,Ambit Microsystems Corporation,06_02_13_16_26,05_20_2025_16_15_41
77.94.241.3,1588.0,No Mac indication (0x03),153392985,15,"Brocade Communications Systems, Inc.",06_02_13_16_26,07_23_2020_04_06_41
80.115.59.182,4684.0,No Mac indication (0x03),4103169,36,Ambit Microsystems Corporation,06_02_13_16_26,04_16_2025_01_30_17
84.104.6.10,4684.0,No Mac indication (0x03),3549009,57,Ambit Microsystems Corporation,06_02_13_16_26,04_22_2025_11_26_17
5.172.43.98,1588.0,No Mac indication (0x03),70123063,6,"Brocade Communications Systems, Inc.",06_02_13_16_26,03_13_2023_22_38_43
84.29.161.27,4684.0,No Mac indication (0x03),613937,459,Ambit Microsystems Corporation,06_02_13_16_26,05_26_2025_10_44_09
84.24.166.148,4684.0,No Mac indication (0x03),200537,250,Ambit Microsystems Corporation,06_02_13_16_26,05_31_2025_05_34_09
84.25.248.148,4684.0,No Mac indication (0x03),29785,383,Ambit Microsystems Corporation,06_02_13_16_26,06_02_2025_05_00_01
84.106.34.16,4684.0,No Mac indication (0x03),401447,177,Ambit Microsystems Corporation,06_02_13_16_26,05_28_2025_21_45_39
85.223.110.1,1344692224.0,not_set,50491969,6,unknown,06_02_13_16_26,10_27_2023_03_43_37
31.200.215.81,1588.0,No Mac indication (0x03),122955415,2,"Brocade Communications Systems, Inc.",06_02_13_16_26,07_10_2021_10_59_31
82.101.250.56,4684.0,No Mac indication (0x03),213319,272,Ambit Microsystems Corporation,06_02_13_16_26,05_31_2025_02_01_07
31.201.222.1,1344692224.0,not_set,60116705,3,unknown,06_02_13_16_26,07_07_2023_18_11_21
62.238.237.54,12356.0,No Mac indication (0x03),1238781,1747618823,"Fortinet, Inc.",06_02_13_16_26,05_19_2025_05_10_05
83.84.108.54,2863.0,No Mac indication (0x03),418561,1,Thomson Inc.,06_02_13_16_26,05_28_2025_17_00_25
82.75.201.208,4684.0,No Mac indication (0x03),1461673,208,Ambit Microsystems Corporation,06_02_13_16_26,05_16_2025_15_15_13
84.31.105.41,4684.0,No Mac indication (0x03),2786829,1998,Ambit Microsystems Corporation,06_02_13_16_26,05_01_2025_07_09_17
84.31.192.220,2863.0,No Mac indication (0x03),1725599,1,Thomson Inc.,06_02_13_16_26,05_13_2025_13_56_27
82.217.20.63,4684.0,No Mac indication (0x03),3894917,151,Ambit Microsystems Corporation,06_02_13_16_26,04_18_2025_11_21_09
5.255.86.47,232.0,30e171576ae4,1748857633,21,Compaq,06_02_13_16_26,01_01_1970_03_29_13
82.73.136.176,4684.0,No Mac indication (0x03),1343807,147,Ambit Microsystems Corporation,06_02_13_16_26,05_17_2025_23_59_39
31.21.128.1,1344692224.0,not_set,50668183,2,unknown,06_02_13_16_26,10_25_2023_02_46_43
84.105.48.105,4684.0,No Mac indication (0x03),200783,221,Ambit Microsystems Corporation,06_02_13_16_26,05_31_2025_05_30_03
85.209.109.26,1588.0,No Mac indication (0x03),10808249,4,"Brocade Communications Systems, Inc.",06_02_13_16_26,01_28_2025_10_58_57
46.249.63.231,1970372420.0,No Mac indication (0x03),55876777,10,unknown,06_02_13_16_26,08_25_2023_19_56_49
84.24.220.163,2863.0,No Mac indication (0x03),2162951,1,Thomson Inc.,06_02_13_16_26,05_08_2025_12_27_15
85.209.108.2,1588.0,No Mac indication (0x03),70123141,6,"Brocade Communications Systems, Inc.",06_02_13_16_26,03_13_2023_22_37_25
80.114.35.54,2863.0,No Mac indication (0x03),3205899,1,Thomson Inc.,06_02_13_16_26,04_26_2025_10_44_47
31.20.162.1,1344692224.0,not_set,63280049,3,unknown,06_02_13_16_26,06_01_2023_03_28_57
84.104.215.230,4684.0,No Mac indication (0x03),4139115,55,Ambit Microsystems Corporation,06_02_13_16_26,04_15_2025_15_31_11
31.201.22.1,1344692224.0,not_set,68202497,5,unknown,06_02_13_16_26,04_05_2023_04_08_09
80.82.69.1,1970372420.0,No Mac indication (0x03),20996409,4,unknown,06_02_13_16_26,10_02_2024_12_56_17
84.30.99.193,4684.0,No Mac indication (0x03),1486345,356,Ambit Microsystems Corporation,06_02_13_16_26,05_16_2025_08_24_01
82.75.249.156,4684.0,No Mac indication (0x03),362095,150,Ambit Microsystems Corporation,06_02_13_16_26,05_29_2025_08_41_31
85.146.134.1,1344692224.0,not_set,2873793,2,unknown,06_02_13_16_26,04_30_2025_06_59_53
84.28.209.155,4684.0,No Mac indication (0x03),3846787,226,Ambit Microsystems Corporation,06_02_13_16_26,04_19_2025_00_43_19
83.86.129.73,4684.0,No Mac indication (0x03),784343,122,Ambit Microsystems Corporation,06_02_13_16_26,05_24_2025_11_24_03
83.85.50.107,2863.0,No Mac indication (0x03),3425521,1,Thomson Inc.,06_02_13_16_26,04_23_2025_21_44_25
81.171.92.131,1970372420.0,No Mac indication (0x03),81485387,14,unknown,06_02_13_16_26,11_02_2022_10_26_39
78.31.113.42,1588.0,No Mac indication (0x03),10808285,4,"Brocade Communications Systems, Inc.",06_02_13_16_26,01_28_2025_10_58_21
84.30.88.61,2863.0,No Mac indication (0x03),1576209,1,Thomson Inc.,06_02_13_16_26,05_15_2025_07_26_17
31.200.210.209,1588.0,No Mac indication (0x03),44212269,0,"Brocade Communications Systems, Inc.",06_02_13_16_26,01_07_2024_20_05_17
85.222.243.89,3097.0,No Mac indication (0x03),8389697,1,WatchGuard Technologies Inc.,06_02_13_16_26,02_25_2025_10_48_09
84.29.158.120,2863.0,No Mac indication (0x03),209247,1,Thomson Inc.,06_02_13_16_26,05_31_2025_03_08_59
85.147.175.183,4684.0,No Mac indication (0x03),3254269,62,Ambit Microsystems Corporation,06_02_13_16_26,04_25_2025_21_18_37
80.115.18.82,2863.0,No Mac indication (0x03),954287,1,Thomson Inc.,06_02_13_16_26,05_22_2025_12_11_39
46.226.95.1,1588.0,No Mac indication (0x03),44215899,0,"Brocade Communications Systems, Inc.",06_02_13_16_26,01_07_2024_19_04_47
84.29.127.179,2863.0,No Mac indication (0x03),2561631,1,Thomson Inc.,06_02_13_16_26,05_03_2025_21_42_35
83.82.92.54,4684.0,No Mac indication (0x03),3091643,99,Ambit Microsystems Corporation,06_02_13_16_26,04_27_2025_18_29_03
83.84.163.112,2863.0,No Mac indication (0x03),108257,1,Thomson Inc.,06_02_13_16_26,06_01_2025_07_12_09
31.21.251.1,1344692224.0,not_set,50580645,2,unknown,06_02_13_16_26,10_26_2023_03_05_41
83.87.55.58,4684.0,No Mac indication (0x03),1152489,344,Ambit Microsystems Corporation,06_02_13_16_26,05_20_2025_05_08_17
83.84.203.235,4684.0,No Mac indication (0x03),107435,87,Ambit Microsystems Corporation,06_02_13_16_26,06_01_2025_07_25_51
80.112.45.230,4684.0,No Mac indication (0x03),213215,35,Ambit Microsystems Corporation,06_02_13_16_26,05_31_2025_02_02_51
85.209.108.65,1588.0,No Mac indication (0x03),44212293,0,"Brocade Communications Systems, Inc.",06_02_13_16_26,01_07_2024_20_04_53
85.223.18.0,1344692224.0,not_set,49542059,6,unknown,06_02_13_16_26,11_07_2023_03_35_27
31.7.2.97,1970372352.0,No Mac indication (0x03),22811389,3,unknown,06_02_13_16_26,09_11_2024_12_46_37
85.223.73.255,1344692224.0,not_set,50490389,7,unknown,06_02_13_16_26,10_27_2023_04_09_57
31.21.170.1,1344692224.0,not_set,49973023,6,unknown,06_02_13_16_26,11_02_2023_03_52_43
84.31.62.19,2863.0,No Mac indication (0x03),1388495,1,Thomson Inc.,06_02_13_16_26,05_17_2025_11_34_51
82.75.144.202,4684.0,No Mac indication (0x03),172351,135,Ambit Microsystems Corporation,06_02_13_16_26,05_31_2025_13_23_55
83.85.36.100,4684.0,No Mac indication (0x03),444313,161,Ambit Microsystems Corporation,06_02_13_16_26,05_28_2025_09_51_13
84.29.80.99,2863.0,No Mac indication (0x03),4011507,1,Thomson Inc.,06_02_13_16_26,04_17_2025_02_57_59
83.82.75.226,4684.0,No Mac indication (0x03),3513615,46,Ambit Microsystems Corporation,06_02_13_16_26,04_22_2025_21_16_11
82.73.201.66,4684.0,No Mac indication (0x03),4002917,188,Ambit Microsystems Corporation,06_02_13_16_26,04_17_2025_05_21_09
83.80.183.123,4684.0,No Mac indication (0x03),735475,557,Ambit Microsystems Corporation,06_02_13_16_26,05_25_2025_00_58_31
85.146.181.1,1344692224.0,not_set,68202587,5,unknown,06_02_13_16_26,04_05_2023_04_06_39
83.81.244.209,2863.0,No Mac indication (0x03),2127665,1,Thomson Inc.,06_02_13_16_26,05_08_2025_22_15_21
84.105.150.8,2863.0,No Mac indication (0x03),2085181,1,Thomson Inc.,06_02_13_16_26,05_09_2025_10_03_25
84.35.118.1,8741.0,18b1699a0bc0,273,11,"SonicWALL, Inc.",06_02_13_16_26,06_02_2025_13_11_53
84.28.171.63,4684.0,No Mac indication (0x03),318739,69,Ambit Microsystems Corporation,06_02_13_16_26,05_29_2025_20_44_07
84.105.76.250,2863.0,No Mac indication (0x03),2278851,1,Thomson Inc.,06_02_13_16_26,05_07_2025_04_15_35
85.12.60.131,1970372420.0,No Mac indication (0x03),82604635,21,unknown,06_02_13_16_26,10_20_2022_11_32_31
83.84.239.217,2863.0,No Mac indication (0x03),209047,1,Thomson Inc.,06_02_13_16_26,05_31_2025_03_12_19
83.81.151.154,4684.0,No Mac indication (0x03),434215,167,Ambit Microsystems Corporation,06_02_13_16_26,05_28_2025_12_39_31
46.226.94.1,1588.0,No Mac indication (0x03),44215959,0,"Brocade Communications Systems, Inc.",06_02_13_16_26,01_07_2024_19_03_47
80.115.170.42,2863.0,No Mac indication (0x03),209343,1,Thomson Inc.,06_02_13_16_26,05_31_2025_03_07_23
85.144.224.1,1344692224.0,not_set,50668319,2,unknown,06_02_13_16_26,10_25_2023_02_44_27
85.17.237.187,11.0,not_set,84000211,10,Hewlett-Packard,06_02_13_16_26,10_04_2022_07_52_55
51.163.166.230,1970372352.0,No Mac indication (0x03),122117287,5,unknown,06_02_13_16_26,07_20_2021_03_48_19
82.217.74.175,2863.0,No Mac indication (0x03),671589,1,Thomson Inc.,06_02_13_16_26,05_25_2025_18_43_17
5.132.72.1,1344692224.0,not_set,60704903,2,unknown,06_02_13_16_26,06_30_2023_22_48_03
84.31.2.130,2863.0,No Mac indication (0x03),330285,1,Thomson Inc.,06_02_13_16_26,05_29_2025_17_31_41
46.255.88.25,12356.0,No Mac indication (0x03),266887,1748591040,"Fortinet, Inc.",06_02_13_16_26,05_30_2025_11_08_19
37.143.39.233,25506.0,443192fb4c17,54736915,5,H3C,06_02_13_16_26,09_08_2023_00_34_31
82.72.210.213,2863.0,No Mac indication (0x03),1734991,1,Thomson Inc.,06_02_13_16_26,05_13_2025_11_19_55
84.30.170.29,4684.0,No Mac indication (0x03),458335,123,Ambit Microsystems Corporation,06_02_13_16_26,05_28_2025_05_57_31
83.86.79.72,4684.0,No Mac indication (0x03),1412449,90,Ambit Microsystems Corporation,06_02_13_16_26,05_17_2025_04_55_37
84.27.144.67,2863.0,No Mac indication (0x03),1173713,1,Thomson Inc.,06_02_13_16_26,05_19_2025_23_14_33
31.200.215.97,1588.0,No Mac indication (0x03),70123307,6,"Brocade Communications Systems, Inc.",06_02_13_16_26,03_13_2023_22_34_39
82.217.14.157,4684.0,No Mac indication (0x03),3948879,135,Ambit Microsystems Corporation,06_02_13_16_26,04_17_2025_20_21_47
84.31.242.161,2863.0,No Mac indication (0x03),2357785,1,Thomson Inc.,06_02_13_16_26,05_06_2025_06_20_01
83.82.160.41,2863.0,No Mac indication (0x03),1756137,1,Thomson Inc.,06_02_13_16_26,05_13_2025_05_27_29
82.73.93.9,2863.0,No Mac indication (0x03),2269721,1,Thomson Inc.,06_02_13_16_26,05_07_2025_06_47_45
82.73.195.45,4684.0,No Mac indication (0x03),1791075,721,Ambit Microsystems Corporation,06_02_13_16_26,05_12_2025_19_45_11
31.187.155.255,1344692224.0,not_set,50145817,5,unknown,06_02_13_16_26,10_31_2023_03_52_49
85.209.110.241,1588.0,No Mac indication (0x03),122955669,2,"Brocade Communications Systems, Inc.",06_02_13_16_26,07_10_2021_10_55_17
84.104.93.109,4684.0,No Mac indication (0x03),86309,599,Ambit Microsystems Corporation,06_02_13_16_26,06_01_2025_13_17_57
62.250.228.1,1344692224.0,not_set,50146191,11,unknown,06_02_13_16_26,10_31_2023_03_46_35
