IP,asn_num,asn_description,asn_country,asn_date,cidr
217.120.238.35,33915,ISP Equipment,NL,2000-12-19,217.120.192.0/18
213.163.93.159,49544,Networking,NL,2008-11-12,213.163.93.144/28
217.105.152.113,33915,Networking,NL,2000-12-05,217.105.144.0/20
213.73.160.164,33915,Networking,NL,2000-08-28,213.73.160.0/20
217.19.20.1,25596,Networking,NL,2003-01-21,217.19.16.0/21
217.121.165.162,33915,ISP Equipment,NL,2000-12-19,217.121.128.0/18
217.119.233.193,16350,Unknown,NL,2001-02-16,217.119.233.192/27
217.120.164.152,33915,ISP Equipment,NL,2000-12-19,217.120.128.0/18
213.34.152.210,33915,Networking,NL,1999-09-16,213.34.152.208/29
212.204.137.241,33915,ISP Equipment,NL,1999-06-29,212.204.128.0/20
213.125.187.234,33915,Networking,NL,1999-09-16,213.125.187.232/29
217.120.192.169,33915,Networking,NL,2000-12-19,217.120.192.0/18
213.184.97.36,15435,Networking,NL,2002-11-22,213.184.96.0/19
217.121.241.134,33915,Networking,NL,2000-12-19,217.121.192.0/18
217.62.237.91,33915,ISP Equipment,NL,2000-11-23,217.62.224.0/20
217.62.172.27,33915,Networking,NL,2000-11-23,217.62.160.0/20
217.121.64.36,33915,ISP Equipment,NL,2000-12-19,217.121.64.0/18
217.120.122.226,33915,Networking,NL,2000-12-19,217.120.64.0/18
217.123.167.134,33915,ISP Equipment,NL,2000-12-19,217.123.128.0/18
217.122.224.38,33915,Networking,NL,2000-12-19,217.122.192.0/18
213.93.62.177,33915,ISP Equipment,NL,2000-05-09,213.93.0.0/17
217.120.42.39,33915,ISP Equipment,NL,2000-12-19,217.120.0.0/18
217.119.232.65,16350,Unknown,NL,2001-02-16,217.119.232.64/29
213.207.110.65,9150,Networking,NL,2005-03-30,213.207.110.64/26
212.204.149.54,33915,Networking,NL,1999-06-29,212.204.144.0/20
217.122.153.84,33915,ISP Equipment,NL,2000-12-19,217.122.128.0/18
217.119.132.69,212477,Unknown,NL,2021-10-05,217.119.132.0/25
213.73.153.87,33915,Networking,NL,2000-08-28,213.73.144.0/20
213.73.202.152,33915,Networking,NL,2000-08-28,213.73.192.0/20
213.124.140.122,33915,Education,NL,1999-09-16,213.124.140.120/30
213.124.19.234,33915,Networking,NL,1999-09-16,213.124.19.232/29
217.122.183.4,33915,ISP Equipment,NL,2000-12-19,217.122.128.0/18
217.120.52.2,33915,ISP Equipment,NL,2000-12-19,217.120.0.0/18
217.123.143.36,33915,Networking,NL,2000-12-19,217.123.128.0/18
213.73.188.76,33915,Networking,NL,2000-08-28,213.73.176.0/20
217.105.107.98,33915,ISP Equipment,NL,2000-12-05,217.105.96.0/20
217.105.89.229,33915,ISP Equipment,NL,2000-12-05,217.105.80.0/20
217.62.66.3,33915,Networking,NL,2000-11-23,217.62.64.0/20
217.121.150.253,33915,Networking,NL,2000-12-19,217.121.128.0/18
217.102.253.234,15435,Networking,NL,2000-12-05,"217.102.248.48/28, 217.102.248.64/26, 217.102.248.128/25, 217.102.249.0/24, 217.102.250.0/23, 217.102.252.0/22"
217.102.183.245,33915,Networking,NL,2000-12-05,217.102.176.0/20
217.105.150.128,33915,Networking,NL,2000-12-05,217.105.144.0/20
212.187.99.64,33915,ISP Equipment,NL,1999-05-26,212.187.99.0/24
217.62.204.46,33915,ISP Equipment,NL,2000-11-23,217.62.192.0/20
217.171.224.166,39647,Networking,NL,2012-08-30,217.171.224.128/26
217.63.206.171,33915,ISP Equipment,NL,2000-11-23,217.63.192.0/20
212.114.99.56,12859,Hardware,NL,2010-05-28,212.114.99.0/24
217.120.129.200,33915,Networking,NL,2000-12-19,217.120.128.0/18
213.208.193.207,8220,Multimedia,GB,2002-11-12,213.208.193.192/26
213.73.150.115,33915,ISP Equipment,NL,2000-08-28,213.73.144.0/20
217.62.247.68,33915,Networking,NL,2000-11-23,217.62.240.0/20
212.61.142.210,8426,Unknown,NL,1998-04-07,212.61.0.0/16
217.104.98.157,33915,ISP Equipment,NL,2000-12-05,217.104.96.0/20
212.61.155.195,8426,Unknown,NL,1998-04-07,212.61.155.192/29
212.102.34.252,60068,Unknown,GB,1999-06-10,212.102.34.0/23
217.119.132.72,212477,Unknown,NL,2021-10-05,217.119.132.0/25
217.121.43.202,33915,Networking,NL,2000-12-19,217.121.0.0/18
217.122.11.45,33915,Networking,NL,2000-12-19,217.122.0.0/18
217.19.16.74,25596,Networking,NL,2003-01-21,217.19.16.0/21
217.103.233.230,33915,ISP Equipment,NL,2000-12-05,217.103.128.0/17
212.61.142.57,8426,Unknown,NL,1998-04-07,212.61.142.56/30
217.121.246.100,33915,Networking,NL,2000-12-19,217.121.192.0/18
217.22.19.189,42567,Unknown,NL,2003-02-12,217.22.18.0/23
217.121.178.76,33915,Networking,NL,2000-12-19,217.121.128.0/18
213.34.113.74,33915,Networking,NL,1999-09-16,213.34.112.0/20
213.168.225.138,15830,Networking,NL,2003-02-12,213.168.225.136/30
217.122.134.116,33915,Networking,NL,2000-12-19,217.122.128.0/18
213.73.194.246,33915,Networking,NL,2000-08-28,213.73.192.0/20
213.73.160.72,33915,Networking,NL,2000-08-28,213.73.160.0/20
213.93.20.100,33915,Networking,NL,2000-05-09,213.93.0.0/17
213.184.109.82,15435,Networking,NL,2002-11-22,213.184.96.0/19
213.136.30.60,12859,Hardware,NL,1999-12-09,213.136.30.0/26
217.121.194.175,33915,Networking,NL,2000-12-19,217.121.192.0/18
217.105.91.122,33915,Networking,NL,2000-12-05,217.105.80.0/20
217.119.231.209,16350,Unknown,NL,2001-02-16,217.119.231.208/28
212.114.99.61,12859,Consumer Networking,NL,2010-05-28,212.114.99.0/24
213.73.217.46,33915,Networking,NL,2000-08-28,213.73.208.0/20
212.115.202.161,15435,Networking,NL,1999-07-14,"212.115.197.0/24, 212.115.198.0/23, 212.115.200.0/22, 212.115.204.0/24, 212.115.205.0/25, 212.115.205.128/27, 212.115.205.160/28"
217.104.8.39,33915,Networking,NL,2000-12-05,217.104.0.0/20
217.120.84.36,33915,ISP Equipment,NL,2000-12-19,217.120.64.0/18
213.73.157.161,33915,ISP Equipment,NL,2000-08-28,213.73.144.0/20
213.127.215.158,33915,Enterprise,NL,1999-09-16,213.127.128.0/17
213.73.235.112,33915,ISP Equipment,NL,2000-08-28,213.73.224.0/20
217.122.7.155,33915,ISP Equipment,NL,2000-12-19,217.122.0.0/18
217.62.104.53,33915,Networking,NL,2000-11-23,217.62.96.0/20
217.62.142.178,33915,Networking,NL,2000-11-23,217.62.128.0/20
213.163.93.255,49544,Networking,NL,2008-11-12,213.163.93.192/26
217.121.126.26,33915,ISP Equipment,NL,2000-12-19,217.121.64.0/18
213.73.140.250,33915,ISP Equipment,NL,2000-08-28,213.73.128.0/20
217.120.184.209,33915,Networking,NL,2000-12-19,217.120.128.0/18
217.18.80.226,8368,Networking,NL,2023-03-08,217.18.80.0/24
217.120.106.36,33915,ISP Equipment,NL,2000-12-19,217.120.64.0/18
217.120.128.39,33915,ISP Equipment,NL,2000-12-19,217.120.128.0/18
212.127.236.20,33915,ISP Equipment,NL,1998-11-19,212.127.224.0/20
212.61.155.194,8426,Unknown,NL,1998-04-07,212.61.155.192/29
217.63.50.155,33915,Networking,NL,2000-11-23,217.63.48.0/20
212.127.151.90,33915,Networking,NL,1998-11-19,212.127.144.0/20
217.63.201.43,33915,ISP Equipment,NL,2000-11-23,217.63.192.0/20
217.62.96.66,33915,Networking,NL,2000-11-23,217.62.96.0/20
212.61.142.190,8426,Unknown,NL,1998-04-07,212.61.0.0/16
217.63.67.61,15435,Networking,NL,2000-11-23,"217.63.65.0/24, 217.63.66.0/23"
217.123.101.217,33915,ISP Equipment,NL,2000-12-19,217.123.64.0/18
217.22.18.253,42567,Unknown,NL,2003-02-12,217.22.18.0/23
217.123.123.222,33915,ISP Equipment,NL,2000-12-19,217.123.64.0/18
212.78.184.19,8220,Enterprise,GB,1999-07-15,212.78.160.0/19
217.123.142.100,33915,Networking,NL,2000-12-19,217.123.128.0/18
217.119.234.169,16350,Unknown,NL,2001-02-16,217.119.234.168/29
217.105.150.136,33915,Networking,NL,2000-12-05,217.105.144.0/20
217.119.237.25,16350,Unknown,NL,2001-02-16,217.119.237.24/29
213.126.28.219,33915,Networking,NL,1999-09-16,213.126.28.216/29
217.62.181.192,33915,ISP Equipment,NL,2000-11-23,217.62.176.0/20
217.103.183.187,33915,ISP Equipment,NL,2000-12-05,217.103.128.0/17
217.62.105.70,33915,Networking,NL,2000-11-23,217.62.96.0/20
217.121.141.117,33915,ISP Equipment,NL,2000-12-19,217.121.128.0/18
213.73.210.225,33915,ISP Equipment,NL,2000-08-28,213.73.208.0/20
213.73.164.242,33915,Networking,NL,2000-08-28,213.73.160.0/20
213.184.99.19,15435,Networking,NL,2002-11-22,213.184.96.0/19
217.120.212.108,33915,Networking,NL,2000-12-19,217.120.192.0/18
217.105.79.215,33915,ISP Equipment,NL,2000-12-05,217.105.64.0/20
217.122.2.89,33915,ISP Equipment,NL,2000-12-19,217.122.0.0/18
217.19.17.164,25596,Networking,NL,2003-01-21,217.19.16.0/21
213.73.178.185,33915,Networking,NL,2000-08-28,213.73.176.0/20
213.93.205.211,33915,ISP Equipment,NL,2000-05-09,213.93.128.0/17
217.105.150.159,33915,Networking,NL,2000-12-05,217.105.144.0/20
212.127.142.134,33915,ISP Equipment,NL,1998-11-19,212.127.128.0/20
217.120.126.77,33915,Networking,NL,2000-12-19,217.120.64.0/18
217.22.25.222,42567,Unknown,NL,2003-02-12,217.22.24.0/23
213.73.228.208,33915,Networking,NL,2000-08-28,213.73.224.0/20
217.105.161.157,33915,Networking,NL,2000-12-05,217.105.160.0/20
212.127.164.239,33915,ISP Equipment,NL,1998-11-19,212.127.160.0/20
217.121.232.60,33915,Networking,NL,2000-12-19,217.121.192.0/18
217.102.214.95,33915,ISP Equipment,NL,2000-12-05,217.102.208.0/20
213.73.191.6,33915,Networking,NL,2000-08-28,213.73.176.0/20
217.62.23.26,33915,ISP Equipment,NL,2000-11-23,217.62.16.0/20
217.123.72.12,33915,Networking,NL,2000-12-19,217.123.64.0/18
213.93.176.177,33915,Networking,NL,2000-05-09,213.93.128.0/17
217.119.233.17,16350,Unknown,NL,2001-02-16,217.119.233.16/29
217.123.197.102,33915,Networking,NL,2000-12-19,217.123.192.0/18
217.62.4.153,33915,Networking,NL,2000-11-23,217.62.0.0/20
217.102.203.108,33915,Networking,NL,2000-12-05,217.102.192.0/20
217.121.212.145,33915,Networking,NL,2000-12-19,217.121.192.0/18
217.148.167.152,20495,Enterprise,NL,2001-03-06,217.148.167.144/28
212.187.71.230,33915,Networking,NL,1999-05-26,"212.187.64.0/21, 212.187.72.0/22, 212.187.76.0/23"
217.121.41.177,33915,Networking,NL,2000-12-19,217.121.0.0/18
213.126.212.94,33915,Networking,NL,1999-09-16,213.126.128.0/17
217.105.79.224,33915,ISP Equipment,NL,2000-12-05,217.105.64.0/20
213.73.150.77,33915,Networking,NL,2000-08-28,213.73.144.0/20
217.122.204.83,33915,Networking,NL,2000-12-19,217.122.192.0/18
217.122.76.51,33915,Networking,NL,2000-12-19,217.122.64.0/18
217.62.153.232,33915,Networking,NL,2000-11-23,217.62.144.0/20
212.127.161.40,33915,Networking,NL,1998-11-19,212.127.160.0/20
217.62.67.44,33915,ISP Equipment,NL,2000-11-23,217.62.64.0/20
217.63.44.25,33915,ISP Equipment,NL,2000-11-23,217.63.32.0/20
217.22.19.101,42567,Unknown,NL,2003-02-12,217.22.18.0/23
217.102.131.57,33915,ISP Equipment,NL,2000-12-05,217.102.128.0/20
217.120.171.135,33915,ISP Equipment,NL,2000-12-19,217.120.128.0/18
217.102.173.27,33915,Networking,NL,2000-12-05,217.102.160.0/20
212.78.211.122,33915,Networking,NL,2010-05-31,212.78.211.120/29
217.123.85.15,33915,Networking,NL,2000-12-19,217.123.64.0/18
217.63.238.88,33915,Networking,NL,2000-11-23,217.63.224.0/20
217.121.118.149,33915,ISP Equipment,NL,2000-12-19,217.121.64.0/18
217.22.25.125,42567,Unknown,NL,2003-02-12,217.22.24.0/23
217.63.219.167,33915,Networking,NL,2000-11-23,217.63.208.0/20
217.123.96.58,33915,ISP Equipment,NL,2000-12-19,217.123.64.0/18
217.120.236.90,33915,ISP Equipment,NL,2000-12-19,217.120.192.0/18
217.105.80.173,33915,Networking,NL,2000-12-05,217.105.80.0/20
217.122.146.9,33915,ISP Equipment,NL,2000-12-19,217.122.128.0/18
213.207.92.250,9150,Networking,NL,2005-03-30,213.207.92.224/27
213.136.30.50,12859,Hardware,NL,1999-12-09,213.136.30.0/26
213.73.150.39,33915,Networking,NL,2000-08-28,213.73.144.0/20
217.121.143.249,33915,Networking,NL,2000-12-19,217.121.128.0/18
217.119.235.41,16350,Unknown,NL,2001-02-16,217.119.235.40/29
217.63.70.225,15435,Networking,NL,2000-11-23,"217.63.68.0/23, 217.63.70.0/24"
212.120.87.11,33915,ISP Equipment,NL,1999-01-28,212.120.80.0/20
217.119.226.129,16350,Unknown,NL,2001-02-16,217.119.226.128/29
217.22.25.14,42567,Unknown,NL,2003-02-12,217.22.24.0/23
212.204.161.117,33915,ISP Equipment,NL,1999-06-29,212.204.160.0/20
217.102.208.182,33915,Networking,NL,2000-12-05,217.102.208.0/20
213.207.92.127,9150,Networking,NL,2005-03-30,213.207.92.0/25
217.102.174.223,33915,ISP Equipment,NL,2000-12-05,217.102.160.0/20
217.123.17.18,33915,ISP Equipment,NL,2000-12-19,217.123.0.0/18
217.123.197.101,33915,Networking,NL,2000-12-19,217.123.192.0/18
217.104.2.244,33915,ISP Equipment,NL,2000-12-05,217.104.0.0/20
217.63.54.161,33915,Networking,NL,2000-11-23,217.63.48.0/20
217.120.231.115,33915,ISP Equipment,NL,2000-12-19,217.120.192.0/18
212.204.143.151,33915,Networking,NL,1999-06-29,212.204.128.0/20
213.125.34.197,33915,Networking,NL,1999-09-16,213.125.34.192/29
217.119.224.13,16350,Unknown,NL,2001-02-16,217.119.224.12/30
217.122.19.100,33915,ISP Equipment,NL,2000-12-19,217.122.0.0/18
217.105.145.66,33915,ISP Equipment,NL,2000-12-05,217.105.144.0/20
213.34.53.54,12315,Enterprise,NL,1999-09-16,213.34.53.48/29
217.122.162.28,33915,ISP Equipment,NL,2000-12-19,217.122.128.0/18
213.125.80.10,33915,Unknown,NL,1999-09-16,213.125.80.8/29
217.62.191.209,33915,Networking,NL,2000-11-23,217.62.176.0/20
212.78.211.123,33915,Networking,NL,2010-05-31,212.78.211.120/29
217.104.88.170,33915,Networking,NL,2000-12-05,217.104.80.0/20
217.102.137.30,33915,Networking,NL,2000-12-05,217.102.128.0/20
217.105.73.238,33915,Networking,NL,2000-12-05,217.105.64.0/20
213.154.237.254,12859,Hardware,NL,2003-01-29,213.154.237.0/24
217.122.68.134,33915,Networking,NL,2000-12-19,217.122.64.0/18
213.73.163.168,33915,ISP Equipment,NL,2000-08-28,213.73.160.0/20
217.121.126.66,33915,ISP Equipment,NL,2000-12-19,217.121.64.0/18
217.62.132.93,33915,ISP Equipment,NL,2000-11-23,217.62.128.0/20
212.121.115.157,28685,Networking,NL,2009-09-28,212.121.115.0/24
217.121.137.81,33915,Networking,NL,2000-12-19,217.121.128.0/18
212.120.80.38,33915,Networking,NL,1999-01-28,212.120.80.0/20
217.123.141.52,33915,Networking,NL,2000-12-19,217.123.128.0/18
213.73.185.210,33915,Networking,NL,2000-08-28,213.73.176.0/20
217.170.11.188,24785,Unknown,NL,2001-03-27,217.170.0.0/19
217.104.50.228,33915,Networking,NL,2000-12-05,217.104.48.0/20
217.120.52.217,33915,ISP Equipment,NL,2000-12-19,217.120.0.0/18
217.120.178.251,33915,ISP Equipment,NL,2000-12-19,217.120.128.0/18
217.63.37.224,33915,ISP Equipment,NL,2000-11-23,217.63.32.0/20
217.123.212.173,33915,Networking,NL,2000-12-19,217.123.192.0/18
217.105.150.137,33915,Networking,NL,2000-12-05,217.105.144.0/20
213.154.237.247,12859,Hardware,NL,2003-01-29,213.154.237.0/24
217.123.57.192,33915,Networking,NL,2000-12-19,217.123.0.0/18
217.123.83.251,33915,ISP Equipment,NL,2000-12-19,217.123.64.0/18
212.120.84.176,33915,ISP Equipment,NL,1999-01-28,212.120.80.0/20
217.121.29.46,33915,ISP Equipment,NL,2000-12-19,217.121.0.0/18
217.104.72.40,33915,Networking,NL,2000-12-05,217.104.64.0/20
217.119.235.49,16350,Unknown,NL,2001-02-16,217.119.235.48/28
217.62.76.253,33915,ISP Equipment,NL,2000-11-23,217.62.64.0/20
217.104.50.227,33915,Networking,NL,2000-12-05,217.104.48.0/20
217.114.162.163,15830,Enterprise,NL,2001-01-25,217.114.160.0/20
213.34.150.94,33915,Networking,NL,1999-09-16,213.34.150.92/30
212.127.150.102,33915,ISP Equipment,NL,1998-11-19,212.127.144.0/20
213.73.162.8,33915,Networking,NL,2000-08-28,213.73.160.0/20
217.104.107.105,33915,ISP Equipment,NL,2000-12-05,217.104.96.0/20
217.120.152.126,33915,Networking,NL,2000-12-19,217.120.128.0/18
212.204.169.229,33915,Networking,NL,1999-06-29,212.204.160.0/20
217.123.143.185,33915,ISP Equipment,NL,2000-12-19,217.123.128.0/18
213.73.160.62,33915,Networking,NL,2000-08-28,213.73.160.0/20
213.73.151.90,33915,Networking,NL,2000-08-28,213.73.144.0/20
217.123.253.10,33915,Networking,NL,2000-12-19,217.123.192.0/18
212.120.83.120,33915,Networking,NL,1999-01-28,212.120.80.0/20
212.204.153.139,33915,Networking,NL,1999-06-29,212.204.144.0/20
217.123.77.131,33915,ISP Equipment,NL,2000-12-19,217.123.64.0/18
217.120.52.17,33915,ISP Equipment,NL,2000-12-19,217.120.0.0/18
213.124.135.106,33915,Networking,NL,1999-09-16,213.124.135.104/29
217.123.155.163,33915,Networking,NL,2000-12-19,217.123.128.0/18
213.73.181.147,33915,Networking,NL,2000-08-28,213.73.176.0/20
213.73.232.174,33915,Networking,NL,2000-08-28,213.73.224.0/20
217.62.197.144,33915,ISP Equipment,NL,2000-11-23,217.62.192.0/20
217.62.105.212,33915,Networking,NL,2000-11-23,217.62.96.0/20
217.62.233.125,33915,ISP Equipment,NL,2000-11-23,217.62.224.0/20
217.104.50.197,33915,Networking,NL,2000-12-05,217.104.48.0/20
217.114.162.101,15830,Enterprise,NL,2001-01-25,217.114.162.96/28
217.121.210.236,33915,ISP Equipment,NL,2000-12-19,217.121.192.0/18
217.62.64.32,33915,Networking,NL,2000-11-23,217.62.64.0/20
217.119.238.121,16350,Unknown,NL,2001-02-16,217.119.238.120/29
212.120.114.9,33915,Networking,NL,1999-01-28,212.120.112.0/20
213.93.160.203,33915,Networking,NL,2000-05-09,213.93.128.0/17
212.120.96.92,33915,Networking,NL,1999-01-28,212.120.96.0/20
217.119.224.89,16350,Unknown,NL,2001-02-16,217.119.224.88/29
217.119.224.97,16350,Unknown,NL,2001-02-16,217.119.224.96/28
217.62.55.133,33915,Networking,NL,2000-11-23,217.62.48.0/20
213.73.149.69,33915,ISP Equipment,NL,2000-08-28,213.73.144.0/20
217.104.50.223,33915,Networking,NL,2000-12-05,217.104.48.0/20
217.119.237.66,16350,Unknown,NL,2001-02-16,217.119.237.64/28
217.19.17.175,25596,Networking,NL,2003-01-21,217.19.16.0/21
213.126.21.226,33915,Networking,NL,1999-09-16,213.126.21.224/29
217.122.67.253,33915,Networking,NL,2000-12-19,217.122.64.0/18
217.122.148.190,33915,Networking,NL,2000-12-19,217.122.128.0/18
217.120.75.177,33915,ISP Equipment,NL,2000-12-19,217.120.64.0/18
213.136.18.190,12859,Hardware,NL,1999-12-09,213.136.18.128/25
217.62.34.88,33915,Networking,NL,2000-11-23,217.62.32.0/20
217.102.183.20,33915,Networking,NL,2000-12-05,217.102.176.0/20
217.120.156.113,33915,Networking,NL,2000-12-19,217.120.128.0/18
212.204.166.101,33915,ISP Equipment,NL,1999-06-29,212.204.160.0/20
212.127.219.112,33915,Networking,NL,1998-11-19,212.127.208.0/20
217.104.112.25,33915,Networking,NL,2000-12-05,217.104.112.0/20
217.121.102.85,33915,ISP Equipment,NL,2000-12-19,217.121.64.0/18
212.123.248.139,8220,Multimedia,GB,2000-10-03,212.123.248.128/26
217.62.25.45,33915,ISP Equipment,NL,2000-11-23,217.62.16.0/20
217.104.63.67,33915,Networking,NL,2000-12-05,217.104.48.0/20
213.136.18.253,12859,Hardware,NL,1999-12-09,213.136.18.128/25
217.104.126.19,33915,Networking,NL,2000-12-05,217.104.112.0/20
213.189.29.3,48635,Unknown,NL,2000-01-05,213.189.29.0/24
213.125.118.10,33915,Networking,NL,1999-09-16,213.125.118.8/29
217.119.232.105,16350,Unknown,NL,2001-02-16,217.119.232.104/30
213.124.135.123,33915,Networking,NL,1999-09-16,213.124.135.120/29
217.62.251.120,33915,Networking,NL,2000-11-23,217.62.240.0/20
213.34.95.18,33915,Networking,NL,1999-09-16,213.34.92.0/22
213.154.252.74,12859,Software,NL,2003-01-29,213.154.252.64/26
217.119.234.217,16350,Unknown,NL,2001-02-16,217.119.234.216/29
212.127.135.111,33915,Networking,NL,1998-11-19,212.127.128.0/20
217.123.131.182,33915,Networking,NL,2000-12-19,217.123.128.0/18
213.208.247.18,8220,Unknown,GB,2002-11-12,213.208.247.0/24
217.102.246.17,15435,Networking,NL,2000-12-05,"217.102.240.160/27, 217.102.240.192/26, 217.102.241.0/24, 217.102.242.0/23, 217.102.244.0/23, 217.102.246.0/25, 217.102.246.128/26, 217.102.246.192/27, 217.102.246.224/28"
217.62.22.145,33915,Networking,NL,2000-11-23,217.62.16.0/20
217.120.101.21,33915,Networking,NL,2000-12-19,217.120.64.0/18
217.121.135.63,33915,Networking,NL,2000-12-19,217.121.128.0/18
217.123.92.235,33915,ISP Equipment,NL,2000-12-19,217.123.64.0/18
217.119.226.131,16350,Unknown,NL,2001-02-16,217.119.226.128/29
212.127.188.83,33915,ISP Equipment,NL,1998-11-19,212.127.176.0/20
217.102.205.70,33915,Networking,NL,2000-12-05,217.102.192.0/20
212.61.142.198,8426,Unknown,NL,1998-04-07,212.61.0.0/16
217.123.103.70,33915,Networking,NL,2000-12-19,217.123.64.0/18
217.62.167.161,33915,ISP Equipment,NL,2000-11-23,217.62.160.0/20
217.121.146.53,33915,ISP Equipment,NL,2000-12-19,217.121.128.0/18
213.34.102.203,33915,Networking,NL,1999-09-16,213.34.96.0/20
217.119.234.189,16350,Unknown,NL,2001-02-16,217.119.234.188/30
217.63.48.28,33915,Networking,NL,2000-11-23,217.63.48.0/20
217.119.232.73,16350,Unknown,NL,2001-02-16,217.119.232.72/29
217.104.93.147,33915,ISP Equipment,NL,2000-12-05,217.104.80.0/20
217.122.193.48,33915,ISP Equipment,NL,2000-12-19,217.122.192.0/18
217.123.151.49,33915,ISP Equipment,NL,2000-12-19,217.123.128.0/18
212.187.14.204,33915,Networking,NL,1999-05-26,"212.187.10.0/23, 212.187.12.0/22, 212.187.16.0/22"
217.63.246.170,33915,Networking,NL,2000-11-23,217.63.240.0/20
217.119.233.237,16350,Unknown,NL,2001-02-16,217.119.233.236/30
213.126.80.5,33915,Networking,NL,1999-09-16,213.126.80.0/29
217.63.248.163,33915,ISP Equipment,NL,2000-11-23,217.63.240.0/20
217.22.27.126,42567,Unknown,NL,2003-02-12,217.22.26.0/23
217.104.1.240,33915,Networking,NL,2000-12-05,217.104.0.0/20
217.63.55.177,33915,Networking,NL,2000-11-23,217.63.48.0/20
217.62.41.48,33915,ISP Equipment,NL,2000-11-23,217.62.32.0/20
217.121.72.158,33915,ISP Equipment,NL,2000-12-19,217.121.64.0/18
212.61.114.126,8426,Unknown,NL,1998-04-07,212.61.114.112/28
212.61.155.48,8426,Unknown,NL,1998-04-07,212.61.155.48/30
217.122.54.201,33915,Networking,NL,2000-12-19,217.122.0.0/18
217.104.32.111,33915,ISP Equipment,NL,2000-12-05,217.104.32.0/20
217.62.70.94,33915,Networking,NL,2000-11-23,217.62.64.0/20
212.120.127.124,33915,ISP Equipment,NL,1999-01-28,212.120.112.0/20
217.123.30.165,33915,ISP Equipment,NL,2000-12-19,217.123.0.0/18
217.63.43.6,33915,Networking,NL,2000-11-23,217.63.32.0/20
