IP,asn_num,asn_description,asn_country,asn_date,cidr
217.122.254.30,33915,Networking,NL,2000-12-19,217.122.192.0/18
212.123.249.203,8220,Multimedia,GB,2000-10-03,212.123.249.192/26
217.100.123.51,33915,Networking,NL,2000-12-05,217.100.123.48/29
213.93.149.131,33915,Networking,NL,2000-05-09,213.93.128.0/17
217.120.58.121,33915,Networking,NL,2000-12-19,217.120.0.0/18
217.104.81.116,33915,Networking,NL,2000-12-05,217.104.80.0/20
213.73.182.22,33915,Networking,NL,2000-08-28,213.73.176.0/20
213.136.30.54,12859,Hardware,NL,1999-12-09,213.136.30.0/26
213.125.209.110,33915,Networking,NL,1999-09-16,213.125.209.104/29
213.73.185.233,33915,Networking,NL,2000-08-28,213.73.176.0/20
217.104.36.101,33915,Networking,NL,2000-12-05,217.104.32.0/20
213.73.175.107,33915,ISP Equipment,NL,2000-08-28,213.73.160.0/20
217.104.12.158,33915,Networking,NL,2000-12-05,217.104.0.0/20
217.104.120.175,33915,Networking,NL,2000-12-05,217.104.112.0/20
213.184.103.29,15435,Networking,NL,2002-11-22,213.184.96.0/19
217.120.47.138,33915,ISP Equipment,NL,2000-12-19,217.120.0.0/18
213.93.126.248,33915,ISP Equipment,NL,2000-05-09,213.93.0.0/17
217.121.243.161,33915,ISP Equipment,NL,2000-12-19,217.121.192.0/18
217.104.50.218,33915,Networking,NL,2000-12-05,217.104.48.0/20
213.126.202.186,33915,Networking,NL,1999-09-16,213.126.202.184/30
212.127.215.163,33915,Networking,NL,1998-11-19,212.127.208.0/20
217.100.188.166,33915,Networking,NL,2000-12-05,217.100.188.0/22
217.102.131.165,33915,ISP Equipment,NL,2000-12-05,217.102.128.0/20
217.105.150.141,33915,Networking,NL,2000-12-05,217.105.144.0/20
213.136.30.49,12859,Hardware,NL,1999-12-09,213.136.30.0/26
217.121.185.70,33915,ISP Equipment,NL,2000-12-19,217.121.128.0/18
217.120.176.158,33915,ISP Equipment,NL,2000-12-19,217.120.128.0/18
217.122.157.164,33915,Networking,NL,2000-12-19,217.122.128.0/18
217.104.120.237,33915,ISP Equipment,NL,2000-12-05,217.104.112.0/20
217.120.0.108,33915,Networking,NL,2000-12-19,217.120.0.0/18
217.62.36.71,33915,Networking,NL,2000-11-23,217.62.32.0/20
217.122.76.38,33915,Networking,NL,2000-12-19,217.122.64.0/18
217.119.238.1,16350,Unknown,NL,2001-02-16,217.119.238.0/30
217.121.207.94,33915,Networking,NL,2000-12-19,217.121.192.0/18
217.123.39.33,33915,ISP Equipment,NL,2000-12-19,217.123.0.0/18
213.73.168.130,33915,ISP Equipment,NL,2000-08-28,213.73.160.0/20
213.136.18.254,12859,Hardware,NL,1999-12-09,213.136.18.128/25
217.63.18.74,33915,Networking,NL,2000-11-23,217.63.16.0/20
213.207.92.251,9150,Networking,NL,2005-03-30,213.207.92.224/27
213.73.155.172,33915,ISP Equipment,NL,2000-08-28,213.73.144.0/20
213.73.195.165,33915,Networking,NL,2000-08-28,213.73.192.0/20
217.105.88.203,33915,Networking,NL,2000-12-05,217.105.80.0/20
217.105.82.219,33915,ISP Equipment,NL,2000-12-05,217.105.80.0/20
217.104.66.19,33915,Networking,NL,2000-12-05,217.104.64.0/20
213.73.157.11,33915,Networking,NL,2000-08-28,213.73.144.0/20
217.104.103.180,33915,Networking,NL,2000-12-05,217.104.96.0/20
217.62.114.52,33915,Networking,NL,2000-11-23,217.62.112.0/20
217.120.106.192,33915,Networking,NL,2000-12-19,217.120.64.0/18
213.73.161.58,33915,Networking,NL,2000-08-28,213.73.160.0/20
217.104.17.165,33915,Networking,NL,2000-12-05,217.104.16.0/20
217.104.112.76,33915,ISP Equipment,NL,2000-12-05,217.104.112.0/20
217.19.17.170,25596,Networking,NL,2003-01-21,217.19.16.0/21
212.114.116.189,12859,Hardware,NL,2010-05-28,212.114.116.0/24
217.123.102.186,33915,ISP Equipment,NL,2000-12-19,217.123.64.0/18
217.103.221.78,33915,Networking,NL,2000-12-05,217.103.128.0/17
217.105.97.109,33915,ISP Equipment,NL,2000-12-05,217.105.96.0/20
212.84.159.169,12414,Unknown,NL,2003-04-14,212.84.159.0/24
217.104.50.231,33915,Networking,NL,2000-12-05,217.104.48.0/20
217.123.82.2,33915,ISP Equipment,NL,2000-12-19,217.123.64.0/18
212.187.39.216,33915,Networking,NL,1999-05-26,"212.187.38.0/23, 212.187.40.0/22, 212.187.44.0/24"
217.122.142.74,33915,Networking,NL,2000-12-19,217.122.128.0/18
217.104.20.19,33915,Networking,NL,2000-12-05,217.104.16.0/20
217.104.49.227,33915,ISP Equipment,NL,2000-12-05,217.104.48.0/20
213.73.170.106,33915,Networking,NL,2000-08-28,213.73.160.0/20
217.122.3.187,33915,ISP Equipment,NL,2000-12-19,217.122.0.0/18
217.62.168.135,33915,ISP Equipment,NL,2000-11-23,217.62.160.0/20
217.121.28.74,33915,ISP Equipment,NL,2000-12-19,217.121.0.0/18
217.62.76.210,33915,Networking,NL,2000-11-23,217.62.64.0/20
213.93.28.200,33915,ISP Equipment,NL,2000-05-09,213.93.0.0/17
217.104.101.252,33915,Networking,NL,2000-12-05,217.104.96.0/20
217.104.23.47,33915,ISP Equipment,NL,2000-12-05,217.104.16.0/20
212.204.158.52,33915,ISP Equipment,NL,1999-06-29,212.204.144.0/20
213.208.215.132,8220,Multimedia,GB,2002-11-12,213.208.192.0/18
213.124.134.210,33915,Networking,NL,1999-09-16,213.124.134.208/29
217.121.11.251,33915,Networking,NL,2000-12-19,217.121.0.0/18
217.122.221.79,33915,Networking,NL,2000-12-19,217.122.192.0/18
217.62.229.63,33915,Networking,NL,2000-11-23,217.62.224.0/20
213.184.113.129,15435,Networking,NL,2002-11-22,213.184.96.0/19
213.73.144.128,33915,Networking,NL,2000-08-28,213.73.144.0/20
217.63.32.13,33915,Networking,NL,2000-11-23,217.63.32.0/20
217.119.132.74,212477,Unknown,NL,2021-10-05,217.119.132.0/25
217.100.53.106,33915,Networking,NL,2000-12-05,217.100.53.104/29
217.102.184.209,33915,ISP Equipment,NL,2000-12-05,217.102.176.0/20
217.62.254.62,33915,ISP Equipment,NL,2000-11-23,217.62.240.0/20
213.124.134.178,33915,Networking,NL,1999-09-16,213.124.134.176/29
217.120.130.146,33915,ISP Equipment,NL,2000-12-19,217.120.128.0/18
217.122.223.243,33915,ISP Equipment,NL,2000-12-19,217.122.192.0/18
217.104.13.220,33915,Networking,NL,2000-12-05,217.104.0.0/20
217.104.84.63,33915,Networking,NL,2000-12-05,217.104.80.0/20
217.120.95.241,33915,ISP Equipment,NL,2000-12-19,217.120.64.0/18
217.63.200.2,33915,Networking,NL,2000-11-23,217.63.192.0/20
217.22.19.62,42567,Unknown,NL,2003-02-12,217.22.18.0/23
213.73.163.194,33915,Networking,NL,2000-08-28,213.73.160.0/20
217.122.10.250,33915,Networking,NL,2000-12-19,217.122.0.0/18
217.119.233.225,16350,Unknown,NL,2001-02-16,217.119.233.224/29
213.125.110.18,33915,Enterprise,NL,1999-09-16,213.125.110.16/29
217.63.249.209,33915,ISP Equipment,NL,2000-11-23,217.63.240.0/20
212.120.93.57,33915,Networking,NL,1999-01-28,212.120.80.0/20
212.61.142.214,8426,Unknown,NL,1998-04-07,212.61.142.212/30
212.204.144.183,33915,Networking,NL,1999-06-29,212.204.144.0/20
217.100.223.197,33915,Hardware,NL,2000-12-05,217.100.223.192/29
217.121.238.7,33915,Networking,NL,2000-12-19,217.121.192.0/18
217.62.76.245,33915,ISP Equipment,NL,2000-11-23,217.62.64.0/20
213.34.122.72,33915,ISP Equipment,NL,1999-09-16,213.34.112.0/20
217.123.52.72,33915,ISP Equipment,NL,2000-12-19,217.123.0.0/18
217.123.158.89,33915,Networking,NL,2000-12-19,217.123.128.0/18
217.123.66.74,33915,Networking,NL,2000-12-19,217.123.64.0/18
213.124.134.226,33915,Networking,NL,1999-09-16,213.124.134.224/29
212.120.120.148,33915,ISP Equipment,NL,1999-01-28,212.120.112.0/20
212.127.205.245,33915,ISP Equipment,NL,1998-11-19,212.127.192.0/20
212.204.157.147,33915,Networking,NL,1999-06-29,212.204.144.0/20
217.123.104.16,33915,ISP Equipment,NL,2000-12-19,217.123.64.0/18
217.123.38.149,33915,ISP Equipment,NL,2000-12-19,217.123.0.0/18
217.63.16.130,33915,Networking,NL,2000-11-23,217.63.16.0/20
217.105.150.233,33915,ISP Equipment,NL,2000-12-05,217.105.144.0/20
217.104.127.166,33915,ISP Equipment,NL,2000-12-05,217.104.112.0/20
217.104.108.77,33915,Networking,NL,2000-12-05,217.104.96.0/20
217.103.167.125,33915,Networking,NL,2000-12-05,217.103.128.0/17
217.119.230.134,16350,Unknown,NL,2001-02-16,217.119.230.128/26
217.122.27.213,33915,ISP Equipment,NL,2000-12-19,217.122.0.0/18
217.123.9.99,33915,Networking,NL,2000-12-19,217.123.0.0/18
217.119.224.21,16350,Unknown,NL,2001-02-16,217.119.224.20/30
213.73.161.52,33915,Networking,NL,2000-08-28,213.73.160.0/20
212.114.117.187,12859,Hardware,NL,2010-05-28,212.114.117.128/25
217.119.224.243,16350,Unknown,NL,2001-02-16,217.119.224.240/28
217.120.183.154,33915,ISP Equipment,NL,2000-12-19,217.120.128.0/18
217.62.226.188,33915,Networking,NL,2000-11-23,217.62.224.0/20
217.120.122.8,33915,Networking,NL,2000-12-19,217.120.64.0/18
217.120.108.219,33915,Networking,NL,2000-12-19,217.120.64.0/18
217.104.80.50,33915,ISP Equipment,NL,2000-12-05,217.104.80.0/20
213.163.93.145,49544,Networking,NL,2008-11-12,213.163.93.144/28
212.123.195.186,8220,Networking,GB,2000-10-03,212.123.195.0/24
217.121.146.80,33915,Networking,NL,2000-12-19,217.121.128.0/18
213.73.209.254,33915,ISP Equipment,NL,2000-08-28,213.73.208.0/20
217.62.254.195,33915,ISP Equipment,NL,2000-11-23,217.62.240.0/20
217.122.50.158,33915,ISP Equipment,NL,2000-12-19,217.122.0.0/18
213.73.142.25,33915,Networking,NL,2000-08-28,213.73.128.0/20
212.114.117.189,12859,Hardware,NL,2010-05-28,212.114.117.128/25
213.73.185.230,33915,Networking,NL,2000-08-28,213.73.176.0/20
217.62.180.198,33915,ISP Equipment,NL,2000-11-23,217.62.176.0/20
217.120.97.105,33915,Networking,NL,2000-12-19,217.120.64.0/18
212.78.223.214,33915,Networking,NL,2010-05-31,212.78.223.212/30
212.120.127.81,33915,ISP Equipment,NL,1999-01-28,212.120.112.0/20
217.120.151.34,33915,Networking,NL,2000-12-19,217.120.128.0/18
217.62.151.107,33915,Networking,NL,2000-11-23,217.62.144.0/20
217.120.212.183,33915,Networking,NL,2000-12-19,217.120.192.0/18
213.124.132.218,33915,Networking,NL,1999-09-16,213.124.132.216/29
213.73.188.146,33915,Networking,NL,2000-08-28,213.73.176.0/20
213.136.30.41,12859,Hardware,NL,1999-12-09,213.136.30.0/26
217.122.204.108,33915,ISP Equipment,NL,2000-12-19,217.122.192.0/18
213.208.217.76,8220,Multimedia,GB,2002-11-12,213.208.217.64/26
217.19.20.0,25596,Networking,NL,2003-01-21,217.19.16.0/21
217.102.158.85,33915,ISP Equipment,NL,2000-12-05,217.102.144.0/20
213.73.184.167,33915,ISP Equipment,NL,2000-08-28,213.73.176.0/20
217.121.114.137,33915,ISP Equipment,NL,2000-12-19,217.121.64.0/18
217.123.94.189,33915,ISP Equipment,NL,2000-12-19,217.123.64.0/18
217.122.160.176,33915,ISP Equipment,NL,2000-12-19,217.122.128.0/18
217.63.20.58,33915,ISP Equipment,NL,2000-11-23,217.63.16.0/20
213.206.225.170,9150,Enterprise,NL,2008-02-14,213.206.192.0/18
217.104.107.245,33915,Networking,NL,2000-12-05,217.104.96.0/20
217.123.157.14,33915,Networking,NL,2000-12-19,217.123.128.0/18
212.57.57.36,41960,Software,NL,2010-01-11,212.57.57.32/28
217.122.209.135,33915,Networking,NL,2000-12-19,217.122.192.0/18
212.127.186.76,33915,ISP Equipment,NL,1998-11-19,212.127.176.0/20
217.104.88.134,33915,Networking,NL,2000-12-05,217.104.80.0/20
213.125.177.186,33915,Networking,NL,1999-09-16,213.125.177.184/29
213.34.158.97,33915,Networking,NL,1999-09-16,213.34.128.0/19
217.62.112.83,33915,Networking,NL,2000-11-23,217.62.112.0/20
217.120.167.50,33915,ISP Equipment,NL,2000-12-19,217.120.128.0/18
217.121.153.155,33915,Networking,NL,2000-12-19,217.121.128.0/18
213.207.15.212,24785,Software,NL,2000-03-13,213.207.15.0/24
212.61.190.40,8426,Unknown,NL,1998-04-07,212.61.190.40/31
217.123.141.79,33915,Networking,NL,2000-12-19,217.123.128.0/18
213.233.227.190,12414,Networking,NL,2003-05-15,"213.233.224.0/20, 213.233.240.0/24"
217.102.213.175,33915,ISP Equipment,NL,2000-12-05,217.102.208.0/20
217.123.53.26,33915,Networking,NL,2000-12-19,217.123.0.0/18
213.189.29.1,48635,Unknown,NL,2000-01-05,213.189.29.0/24
217.121.100.40,33915,Networking,NL,2000-12-19,217.121.64.0/18
213.124.134.194,33915,Networking,NL,1999-09-16,213.124.134.192/29
217.123.148.232,33915,ISP Equipment,NL,2000-12-19,217.123.128.0/18
213.73.152.163,33915,ISP Equipment,NL,2000-08-28,213.73.144.0/20
217.120.60.207,33915,ISP Equipment,NL,2000-12-19,217.120.0.0/18
217.22.19.61,42567,Unknown,NL,2003-02-12,217.22.18.0/23
212.127.148.61,33915,Networking,NL,1998-11-19,212.127.144.0/20
217.122.126.192,33915,ISP Equipment,NL,2000-12-19,217.122.64.0/18
213.34.127.34,33915,ISP Equipment,NL,1999-09-16,213.34.112.0/20
217.122.203.238,33915,ISP Equipment,NL,2000-12-19,217.122.192.0/18
212.204.151.79,33915,ISP Equipment,NL,1999-06-29,212.204.144.0/20
217.105.121.19,33915,Networking,NL,2000-12-05,217.105.112.0/20
217.62.37.22,33915,ISP Equipment,NL,2000-11-23,217.62.32.0/20
217.120.58.247,33915,Networking,NL,2000-12-19,217.120.0.0/18
217.119.226.162,16350,Unknown,NL,2001-02-16,217.119.226.160/28
217.19.16.82,25596,Networking,NL,2003-01-21,217.19.16.0/21
217.119.143.65,211588,Unknown,NL,2021-10-06,217.119.143.0/25
213.34.153.130,33915,Networking,NL,1999-09-16,213.34.153.128/29
213.73.179.187,33915,Networking,NL,2000-08-28,213.73.176.0/20
213.184.101.35,15435,Networking,NL,2002-11-22,213.184.96.0/19
217.105.145.102,33915,Networking,NL,2000-12-05,217.105.144.0/20
213.136.30.59,12859,Hardware,NL,1999-12-09,213.136.30.0/26
212.204.138.116,33915,Networking,NL,1999-06-29,212.204.128.0/20
217.62.92.228,33915,ISP Equipment,NL,2000-11-23,217.62.80.0/20
217.121.205.70,33915,ISP Equipment,NL,2000-12-19,217.121.192.0/18
212.92.84.224,15435,Networking,NL,1999-01-14,212.92.80.0/21
213.73.151.122,33915,Networking,NL,2000-08-28,213.73.144.0/20
217.119.228.142,16350,Unknown,NL,2001-02-16,217.119.228.128/28
217.121.35.164,33915,Networking,NL,2000-12-19,217.121.0.0/18
217.62.42.105,33915,Networking,NL,2000-11-23,217.62.32.0/20
213.73.141.32,33915,Networking,NL,2000-08-28,213.73.128.0/20
213.184.109.80,15435,Networking,NL,2002-11-22,213.184.96.0/19
213.73.235.220,33915,ISP Equipment,NL,2000-08-28,213.73.224.0/20
217.63.225.206,33915,ISP Equipment,NL,2000-11-23,217.63.224.0/20
217.62.83.224,33915,Networking,NL,2000-11-23,217.62.80.0/20
217.171.228.71,39647,Networking,NL,2012-08-30,217.171.228.0/24
217.62.63.89,33915,ISP Equipment,NL,2000-11-23,217.62.48.0/20
217.119.226.3,16350,Unknown,NL,2001-02-16,217.119.226.0/27
217.63.27.81,33915,ISP Equipment,NL,2000-11-23,217.63.16.0/20
217.119.236.165,16350,Unknown,NL,2001-02-16,217.119.236.164/30
217.120.100.19,33915,Networking,NL,2000-12-19,217.120.64.0/18
217.63.229.165,33915,Networking,NL,2000-11-23,217.63.224.0/20
217.62.81.76,33915,Networking,NL,2000-11-23,217.62.80.0/20
217.22.16.254,42567,Unknown,NL,2003-02-12,217.22.16.0/23
213.136.30.47,12859,Hardware,NL,1999-12-09,213.136.30.0/26
217.121.134.230,33915,ISP Equipment,NL,2000-12-19,217.121.128.0/18
217.120.251.11,33915,Networking,NL,2000-12-19,217.120.192.0/18
217.121.108.241,33915,Networking,NL,2000-12-19,217.121.64.0/18
217.22.25.126,42567,Unknown,NL,2003-02-12,217.22.24.0/23
217.23.1.145,49981,Enterprise,NL,2009-02-04,217.23.1.0/24
217.104.83.189,33915,Networking,NL,2000-12-05,217.104.80.0/20
213.136.30.43,12859,Education,NL,1999-12-09,213.136.30.0/26
213.125.56.150,33915,Networking,NL,1999-09-16,213.125.56.148/30
217.19.17.117,25596,Networking,NL,2003-01-21,217.19.16.0/21
217.120.247.228,33915,Networking,NL,2000-12-19,217.120.192.0/18
213.93.164.248,33915,Networking,NL,2000-05-09,213.93.128.0/17
213.73.184.148,33915,Networking,NL,2000-08-28,213.73.176.0/20
217.102.217.12,33915,Networking,NL,2000-12-05,217.102.208.0/20
213.73.141.119,33915,Networking,NL,2000-08-28,213.73.128.0/20
217.120.107.86,33915,Networking,NL,2000-12-19,217.120.64.0/18
217.63.29.144,33915,ISP Equipment,NL,2000-11-23,217.63.16.0/20
212.204.137.145,33915,Networking,NL,1999-06-29,212.204.128.0/20
217.122.172.14,33915,ISP Equipment,NL,2000-12-19,217.122.128.0/18
213.136.30.40,12859,Hardware,NL,1999-12-09,213.136.30.0/26
217.19.16.5,25596,Networking,NL,2003-01-21,217.19.16.0/21
212.61.142.45,8426,Unknown,NL,1998-04-07,212.61.142.40/29
212.115.221.83,15435,Networking,NL,1999-07-14,212.115.208.0/20
217.123.53.48,33915,Networking,NL,2000-12-19,217.123.0.0/18
217.62.215.48,33915,ISP Equipment,NL,2000-11-23,217.62.208.0/20
217.105.158.117,33915,ISP Equipment,NL,2000-12-05,217.105.144.0/20
212.120.111.98,33915,Networking,NL,1999-01-28,212.120.96.0/20
217.119.236.169,16350,Unknown,NL,2001-02-16,217.119.236.168/29
213.93.62.191,33915,Networking,NL,2000-05-09,213.93.0.0/17
217.102.157.213,33915,Networking,NL,2000-12-05,217.102.144.0/20
217.102.213.219,33915,Networking,NL,2000-12-05,217.102.208.0/20
217.62.126.22,33915,Networking,NL,2000-11-23,217.62.112.0/20
213.73.184.20,33915,Networking,NL,2000-08-28,213.73.176.0/20
217.62.186.121,33915,Networking,NL,2000-11-23,217.62.176.0/20
212.187.39.223,33915,Networking,NL,1999-05-26,"212.187.38.0/23, 212.187.40.0/22, 212.187.44.0/24"
217.121.186.17,33915,ISP Equipment,NL,2000-12-19,217.121.128.0/18
217.63.202.168,33915,Networking,NL,2000-11-23,217.63.192.0/20
217.63.215.85,33915,Networking,NL,2000-11-23,217.63.208.0/20
217.102.147.193,33915,Networking,NL,2000-12-05,217.102.144.0/20
213.73.144.116,33915,Networking,NL,2000-08-28,213.73.144.0/20
212.61.190.36,8426,Unknown,NL,1998-04-07,212.61.190.36/31
217.102.208.236,33915,Networking,NL,2000-12-05,217.102.208.0/20
217.104.79.205,33915,ISP Equipment,NL,2000-12-05,217.104.64.0/20
217.121.253.135,33915,ISP Equipment,NL,2000-12-19,217.121.192.0/18
213.73.188.162,33915,Networking,NL,2000-08-28,213.73.176.0/20
213.73.218.23,33915,Networking,NL,2000-08-28,213.73.208.0/20
213.208.193.206,8220,Multimedia,GB,2002-11-12,213.208.193.192/26
217.62.5.104,33915,Networking,NL,2000-11-23,217.62.0.0/20
213.184.97.253,15435,Networking,NL,2002-11-22,213.184.96.0/19
217.120.167.105,33915,ISP Equipment,NL,2000-12-19,217.120.128.0/18
213.34.117.117,33915,Networking,NL,1999-09-16,213.34.112.0/20
217.62.177.206,33915,Networking,NL,2000-11-23,217.62.176.0/20
217.22.25.190,42567,Unknown,NL,2003-02-12,217.22.24.0/23
217.119.224.81,16350,Unknown,NL,2001-02-16,217.119.224.80/29
217.100.233.114,33915,Networking,NL,2000-12-05,217.100.233.112/29
217.122.22.79,33915,ISP Equipment,NL,2000-12-19,217.122.0.0/18
217.104.113.158,33915,ISP Equipment,NL,2000-12-05,217.104.112.0/20
217.120.13.152,33915,ISP Equipment,NL,2000-12-19,217.120.0.0/18
213.73.216.134,33915,Networking,NL,2000-08-28,213.73.208.0/20
217.121.40.58,33915,Networking,NL,2000-12-19,217.121.0.0/18
213.73.156.171,33915,ISP Equipment,NL,2000-08-28,213.73.144.0/20
213.207.81.6,9150,Networking,NL,2005-03-30,213.207.81.0/29
213.73.167.46,33915,Networking,NL,2000-08-28,213.73.160.0/20
217.63.227.163,33915,Networking,NL,2000-11-23,217.63.224.0/20
217.62.132.134,33915,ISP Equipment,NL,2000-11-23,217.62.128.0/20
217.120.232.222,33915,ISP Equipment,NL,2000-12-19,217.120.192.0/18
217.120.34.204,33915,Networking,NL,2000-12-19,217.120.0.0/18
212.84.159.171,12414,Unknown,NL,2003-04-14,212.84.159.0/24
213.127.178.178,33915,Networking,NL,1999-09-16,213.127.128.0/17
217.63.250.212,33915,Networking,NL,2000-11-23,217.63.240.0/20
213.73.165.211,33915,ISP Equipment,NL,2000-08-28,213.73.160.0/20
217.119.239.161,16350,Unknown,NL,2001-02-16,217.119.239.160/27
217.119.227.169,16350,Unknown,NL,2001-02-16,217.119.227.168/30
217.120.136.119,33915,Networking,NL,2000-12-19,217.120.128.0/18
217.100.5.221,33915,Hardware,NL,2000-12-05,217.100.5.216/29
217.63.224.222,33915,ISP Equipment,NL,2000-11-23,217.63.224.0/20
212.120.88.244,33915,ISP Equipment,NL,1999-01-28,212.120.80.0/20
212.127.195.195,33915,Networking,NL,1998-11-19,212.127.192.0/20
213.73.165.59,33915,Networking,NL,2000-08-28,213.73.160.0/20
213.34.90.67,33915,Networking,NL,1999-09-16,213.34.90.64/29
213.124.135.50,33915,Networking,NL,1999-09-16,213.124.135.48/29
212.114.114.230,12859,Hardware,NL,2010-05-28,212.114.114.0/24
217.105.101.70,33915,Networking,NL,2000-12-05,217.105.96.0/20
212.127.207.95,33915,Networking,NL,1998-11-19,212.127.192.0/20
217.104.41.82,33915,Networking,NL,2000-12-05,217.104.32.0/20
213.73.156.117,33915,Networking,NL,2000-08-28,213.73.144.0/20
217.63.62.30,33915,ISP Equipment,NL,2000-11-23,217.63.48.0/20
217.104.23.245,33915,Networking,NL,2000-12-05,217.104.16.0/20
217.62.121.35,33915,Networking,NL,2000-11-23,217.62.112.0/20
217.104.83.190,33915,ISP Equipment,NL,2000-12-05,217.104.80.0/20
213.73.145.52,33915,Networking,NL,2000-08-28,213.73.144.0/20
217.119.227.161,16350,Unknown,NL,2001-02-16,217.119.227.160/29
217.63.198.147,33915,Networking,NL,2000-11-23,217.63.192.0/20
217.22.16.13,42567,Unknown,NL,2003-02-12,217.22.16.0/23
217.62.86.179,33915,Networking,NL,2000-11-23,217.62.80.0/20
212.204.165.99,33915,Networking,NL,1999-06-29,212.204.160.0/20
212.127.143.74,33915,ISP Equipment,NL,1998-11-19,212.127.128.0/20
213.163.93.193,49544,Networking,NL,2008-11-12,213.163.93.192/26
217.122.159.41,33915,ISP Equipment,NL,2000-12-19,217.122.128.0/18
213.73.189.97,33915,ISP Equipment,NL,2000-08-28,213.73.176.0/20
217.105.165.85,33915,ISP Equipment,NL,2000-12-05,217.105.160.0/20
217.121.224.31,33915,Networking,NL,2000-12-19,217.121.192.0/18
217.104.50.253,33915,Networking,NL,2000-12-05,217.104.48.0/20
217.104.119.70,33915,ISP Equipment,NL,2000-12-05,217.104.112.0/20
217.121.195.237,33915,Networking,NL,2000-12-19,217.121.192.0/18
213.73.189.179,33915,ISP Equipment,NL,2000-08-28,213.73.176.0/20
217.105.156.39,33915,ISP Equipment,NL,2000-12-05,217.105.144.0/20
213.73.159.252,33915,Networking,NL,2000-08-28,213.73.144.0/20
217.123.192.204,33915,Networking,NL,2000-12-19,217.123.192.0/18
217.62.6.241,33915,ISP Equipment,NL,2000-11-23,217.62.0.0/20
212.127.207.90,33915,Networking,NL,1998-11-19,212.127.192.0/20
213.184.105.16,15435,Networking,NL,2002-11-22,213.184.96.0/19
213.208.227.68,8220,Multimedia,GB,2002-11-12,213.208.227.0/24
217.121.101.233,33915,Networking,NL,2000-12-19,217.121.64.0/18
217.104.11.67,33915,ISP Equipment,NL,2000-12-05,217.104.0.0/20
217.103.88.10,33915,Networking,NL,2000-12-05,217.103.0.0/17
213.73.158.19,33915,Networking,NL,2000-08-28,213.73.144.0/20
217.122.76.117,33915,ISP Equipment,NL,2000-12-19,217.122.64.0/18
217.122.254.237,33915,ISP Equipment,NL,2000-12-19,217.122.192.0/18
217.62.243.52,33915,Networking,NL,2000-11-23,217.62.240.0/20
212.114.116.187,12859,Hardware,NL,2010-05-28,212.114.116.0/24
217.121.67.221,33915,Networking,NL,2000-12-19,217.121.64.0/18
212.85.58.210,8368,Networking,NL,1999-06-23,212.85.56.0/21
217.119.239.25,16350,Unknown,NL,2001-02-16,217.119.239.24/29
213.124.85.46,33915,Networking,NL,1999-09-16,213.124.85.40/29
213.73.231.44,33915,Networking,NL,2000-08-28,213.73.224.0/20
213.208.195.11,8220,Multimedia,GB,2002-11-12,213.208.195.0/26
213.73.177.231,33915,ISP Equipment,NL,2000-08-28,213.73.176.0/20
212.127.236.209,33915,Networking,NL,1998-11-19,212.127.224.0/20
213.73.146.39,33915,Networking,NL,2000-08-28,213.73.144.0/20
217.62.151.222,33915,ISP Equipment,NL,2000-11-23,217.62.144.0/20
217.119.233.53,16350,Unknown,NL,2001-02-16,217.119.233.52/30
217.62.201.202,33915,ISP Equipment,NL,2000-11-23,217.62.192.0/20
213.208.208.210,8220,Networking,GB,2002-11-12,"213.208.208.160/27, 213.208.208.192/26"
217.119.233.157,16350,Unknown,NL,2001-02-16,217.119.233.156/30
217.119.237.9,16350,Unknown,NL,2001-02-16,217.119.237.8/29
212.61.155.50,8426,Unknown,NL,1998-04-07,212.61.155.48/30
217.122.217.86,33915,Networking,NL,2000-12-19,217.122.192.0/18
217.62.130.120,33915,Networking,NL,2000-11-23,217.62.128.0/20
213.73.159.81,33915,Networking,NL,2000-08-28,213.73.144.0/20
217.103.35.192,33915,Networking,NL,2000-12-05,217.103.0.0/17
217.62.247.88,33915,ISP Equipment,NL,2000-11-23,217.62.240.0/20
217.62.141.213,33915,ISP Equipment,NL,2000-11-23,217.62.128.0/20
217.120.150.24,33915,ISP Equipment,NL,2000-12-19,217.120.128.0/18
217.102.160.111,33915,Networking,NL,2000-12-05,217.102.160.0/20
213.154.238.158,12859,Hardware,NL,2003-01-29,213.154.238.128/25
217.119.235.5,16350,Unknown,NL,2001-02-16,217.119.235.4/30
217.122.61.118,33915,Networking,NL,2000-12-19,217.122.0.0/18
217.120.106.182,33915,ISP Equipment,NL,2000-12-19,217.120.64.0/18
213.125.62.6,33915,Networking,NL,1999-09-16,213.125.62.0/29
217.100.72.98,33915,Networking,NL,2000-12-05,217.100.72.96/29
217.104.82.215,33915,Networking,NL,2000-12-05,217.104.80.0/20
217.105.150.249,33915,Networking,NL,2000-12-05,217.105.144.0/20
217.22.16.45,42567,Unknown,NL,2003-02-12,217.22.16.0/23
217.120.56.124,33915,Networking,NL,2000-12-19,217.120.0.0/18
217.120.33.44,33915,ISP Equipment,NL,2000-12-19,217.120.0.0/18
217.123.80.176,33915,ISP Equipment,NL,2000-12-19,217.123.64.0/18
213.126.57.3,33915,Education,NL,1999-09-16,213.126.56.0/22
217.121.64.127,33915,Networking,NL,2000-12-19,217.121.64.0/18
213.73.136.247,33915,Networking,NL,2000-08-28,213.73.128.0/20
217.119.224.29,16350,Unknown,NL,2001-02-16,217.119.224.28/30
